,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1893.0,2892.0,3053.0,3479.0,3732.0,4002.0,4946.0,5679.0,6678.0,7044.0,7428.0,8031.0,8783.0,9084.0,10083.0,10457.0,11386.0,12027.0,12687.0,13152.0,14151.0,14852.0,15403.0,16055.0,16656.0,17535.0,18302.0,18703.0,18930.0,19754.0,20211.0
Episode reward,0.0,-72.5554470041214,52.77675463496169,-47.257121801180254,91.57506702218687,81.29824066446994,87.494364551606,85.98101717137605,59.39149937049264,71.986063461437,-39.76597266481191,82.58623350978974,84.75718008978704,75.71428390005649,76.72959573642544,89.67396954445027,-33.28755881206309,86.2505942749218,68.52284228127922,80.48372823293064,80.06928198171475,82.54902294687537,-27.891449569737837,74.08857827935765,81.73989110366456,79.96502216131381,80.68318148971386,70.43864602873998,67.38196167936701,84.90397853299923,90.43434143254186,71.4764275922302,88.08408000481964
Episode feedback,0.8,0.01102204407713222,0.20515695044264917,0.1843687372902117,0.0812499994921875,0.09882352917923876,0.09126984090765937,0.06319702578737166,0.09650053012035999,0.06147540975208277,0.048096192336576964,0.03287671223869394,0.026109660506241094,0.03654485043763314,0.01731025297295572,0.009999999966666668,0.0060120240420721205,0.005361930280531018,0.0021551724114707194,0.0031249999951171877,0.0030349013611003016,0.0021551724091483353,0.0060120240420721205,0.0028571428530612245,0.0,0.0015360983079322607,0.0,0.0011389521627118997,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.56554198265076,96.07472014427185,157.27866959571838,166.76490545272827,190.4560821056366,204.75017976760864,219.74601340293884,272.7992334365845,311.5721650123596,362.4708342552185,381.1759476661682,400.8129954338074,431.20022559165955,467.83913469314575,482.9952847957611,531.1315383911133,549.5330464839935,593.881475687027,625.1904845237732,657.0987169742584,679.7488250732422,727.9998161792755,761.9004483222961,788.6283159255981,820.2704367637634,849.2865083217621,891.5051815509796,928.2380516529083,948.0548527240753,959.4884054660797,999.2393043041229,1021.4822263717651
total minutes,0.0,0.7427590330441792,1.6012453357378642,2.6213111599286396,2.7794150908788047,3.1742680350939434,3.4125029961268107,3.6624335567156474,4.546653890609742,5.19286941687266,6.041180570920308,6.352932461102804,6.6802165905634565,7.186670426527659,7.797318911552429,8.049921413262686,8.852192306518555,9.158884108066559,9.898024594783783,10.419841408729553,10.951645282904307,11.329147084554036,12.133330269654591,12.698340805371602,13.143805265426636,13.671173946062725,14.154775138696035,14.858419692516327,15.470634194215139,15.800914212067921,15.991473424434663,16.653988405068716,17.024703772862754
cummulative feedback,0.0,11.0,194.0,378.0,391.0,433.0,456.0,473.0,564.0,609.0,657.0,669.0,679.0,701.0,714.0,717.0,723.0,725.0,727.0,729.0,731.0,732.0,738.0,740.0,740.0,741.0,741.0,742.0,742.0,742.0,742.0,742.0,742.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,892.0,998.0,160.0,425.0,252.0,269.0,943.0,732.0,998.0,365.0,383.0,602.0,751.0,300.0,998.0,373.0,928.0,640.0,659.0,464.0,998.0,700.0,550.0,651.0,600.0,878.0,766.0,400.0,226.0,823.0,456.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
