,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,520.0,950.0,1591.0,2488.0,3310.0,4309.0,5279.0,6081.0,7080.0,8079.0,9078.0,10077.0,11076.0,12075.0,13074.0,14073.0,15072.0,16071.0,17070.0,18069.0,19068.0,20067.0
Episode reward,0.0,77.28812493931211,83.66264931862759,72.03392677917968,65.71845974151512,68.7579765751801,-35.38610657356682,66.20012699114308,73.71804760902336,-32.04437003312361,-33.98207545118298,-33.3530449087281,-33.07070107395355,-33.6056006320065,-30.260703003115424,-29.983603832099725,-33.47439339828317,-31.27234788139677,-31.849078053717985,-29.281889438923354,-29.266160437117016,-31.38842444242376,-32.57102370458616
Episode feedback,0.8,0.4227799219637453,0.41958041860237666,0.2984374995336914,0.24888392829365633,0.1461632154127123,0.12324649286247846,0.07843137246807907,0.05992509355814595,0.0400801602804808,0.028056112196336563,0.01603206411219232,0.014028056098168281,0.00901803606310818,0.0030060120210360602,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.00100200400701202,0.00200400801402404,0.0
total seconds,0.0,44.154536485672,81.31786847114563,126.45555520057678,187.4763946533203,235.0698437690735,290.93011689186096,342.93796277046204,385.1661286354065,435.618444442749,485.9887897968292,535.3640472888947,584.5948503017426,633.5362200737,682.1465334892273,730.8494017124176,779.1457462310791,827.7691643238068,876.4689366817474,925.378583908081,974.2225015163422,1024.4276583194733,1079.1442606449127
total minutes,0.0,0.7359089414278667,1.3552978078524271,2.10759258667628,3.1246065775553387,3.917830729484558,4.848835281531016,5.715632712841034,6.4194354772567745,7.26030740737915,8.099813163280487,8.922734121481577,9.743247505029043,10.558937001228333,11.369108891487121,12.180823361873626,12.985762437184652,13.796152738730113,14.607815611362458,15.422976398468018,16.237041691939037,17.073794305324554,17.985737677415212
cummulative feedback,0.0,219.0,399.0,590.0,813.0,933.0,1056.0,1132.0,1180.0,1220.0,1248.0,1264.0,1278.0,1287.0,1290.0,1292.0,1293.0,1293.0,1293.0,1293.0,1294.0,1296.0,1296.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,518.0,429.0,640.0,896.0,821.0,998.0,969.0,801.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
