,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,1000.0,1963.0,2239.0,2518.0,2770.0,3032.0,3472.0,4196.0,4435.0,5104.0,5375.0,5694.0,6021.0,6352.0,6929.0,7679.0,8494.0,8878.0,9519.0,10164.0,10666.0,11665.0,12664.0,13311.0,13850.0,14376.0,15375.0,16051.0,16525.0,17101.0,17642.0,18438.0,19437.0,20261.0
Episode reward,0.0,-68.26624921530694,52.27440287461096,84.86487980556075,87.05698000398765,88.79583064549713,88.58114290239872,81.35837607241398,72.82890874773551,90.80625790484231,80.78349504760081,89.07123505104342,87.24093121230007,90.59192123205379,86.05431419736593,84.53030959805449,72.93869169637777,77.81753541422273,87.92409688087623,81.34027580223395,84.08815876277775,86.65499521051082,-21.20766840891906,-24.783642552221586,87.60292119592312,85.69408628631042,90.09695956402365,-23.36524827825177,81.22579222697006,89.77383252391321,82.26151598893803,86.32685802954782,74.97804614019051,-28.634697023285838,82.6164601678687
Episode feedback,0.8,0.0060120240420721205,0.270270269989324,0.19999999927272727,0.17625899217173024,0.17928286781162203,0.14176245156412853,0.127562642078445,0.14107883797914406,0.09663865505614011,0.0778443112607121,0.08888888855967078,0.053459119328744906,0.05521472375701005,0.02121212114784206,0.02604166662145544,0.020026702242955004,0.027027026993824293,0.018276762354368765,0.01249999998046875,0.009316770171868369,0.005988023940143665,0.0060120240420721205,0.00100200400701202,0.003095975227405611,0.0,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.51098322868347,104.42656755447388,121.06194186210632,137.5377779006958,152.44859409332275,167.34041905403137,191.50665140151978,230.94011044502258,244.20145058631897,278.7850844860077,293.26490235328674,309.769966840744,326.8637912273407,343.57836079597473,372.35982298851013,409.1410036087036,449.39939403533936,469.2286674976349,501.14463353157043,532.8152377605438,557.6835360527039,605.7800867557526,653.2913775444031,684.5824809074402,710.7325956821442,736.2630286216736,783.9760911464691,816.5078525543213,839.8606357574463,867.7164268493652,893.993775844574,932.47212266922,980.1163885593414,1019.7812480926514
total minutes,0.0,0.7418497204780579,1.7404427925745647,2.0176990310351055,2.29229629834493,2.540809901555379,2.7890069842338563,3.1917775233586627,3.8490018407503763,4.0700241764386496,4.646418074766795,4.887748372554779,5.162832780679067,5.447729853789012,5.726306013266245,6.205997049808502,6.819016726811727,7.48998990058899,7.8204777916272485,8.352410558859507,8.88025396267573,9.294725600878397,10.096334779262543,10.88818962574005,11.409708015124004,11.84554326136907,12.271050477027893,13.066268185774485,13.608464209238688,13.997677262624105,14.46194044748942,14.899896264076233,15.541202044487,16.33527314265569,16.996354134877524
cummulative feedback,0.0,6.0,266.0,321.0,370.0,415.0,452.0,508.0,610.0,633.0,685.0,709.0,726.0,744.0,751.0,766.0,781.0,803.0,810.0,818.0,824.0,827.0,833.0,834.0,836.0,836.0,836.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,962.0,275.0,278.0,251.0,261.0,439.0,723.0,238.0,668.0,270.0,318.0,326.0,330.0,576.0,749.0,814.0,383.0,640.0,644.0,501.0,998.0,998.0,646.0,538.0,525.0,998.0,675.0,473.0,575.0,540.0,795.0,998.0,823.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
