,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,959.0,1958.0,2957.0,3956.0,4721.0,5430.0,6429.0,7324.0,7878.0,8463.0,9290.0,9879.0,10256.0,11088.0,11455.0,11932.0,12566.0,13034.0,13715.0,14134.0,15133.0,15694.0,16064.0,16519.0,17251.0,17892.0,18525.0,19253.0
Episode reward,0.0,56.30773092902761,-61.30752346433728,-63.416914039046404,-61.66946967062897,59.24192820310563,61.24311353340058,-51.23917410190642,52.85549064838541,69.04425429563426,68.1351058735827,54.62142135782134,68.00263693777526,80.11044838014375,56.51305253758427,77.06649947965147,70.72962572125195,60.34364737480394,72.49256150817527,65.6424644261998,78.87079052160266,-37.75928909991257,71.44387843973985,80.76248780903944,72.47283008501833,55.342680243863775,60.105798374079704,61.50116845809108,55.64557899554202
Episode feedback,0.8,0.4806687560285593,0.007014028049084141,0.014028056098168281,0.024048096168288482,0.0353403140898687,0.040960451919547385,0.02204408815426444,0.02125279639680895,0.010849909564466709,0.013698630113529743,0.0036319612546828555,0.005102040807649591,0.0,0.001203369432968268,0.0,0.004201680663441848,0.0,0.0021413276185410545,0.001470588233131488,0.0,0.00100200400701202,0.0,0.002710027092926756,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,64.74549055099487,114.28831791877747,163.61969661712646,213.4547038078308,252.12698221206665,287.4470884799957,337.215740442276,381.81620836257935,409.6728801727295,439.46382427215576,480.7205185890198,509.9619116783142,528.1244504451752,566.5973298549652,584.213504076004,607.357718706131,637.5679023265839,660.732828617096,694.4354236125946,715.5444805622101,763.01198554039,789.0005707740784,806.5719301700592,828.8559877872467,863.4335153102875,894.5356719493866,925.8097596168518,961.5886375904083
total minutes,0.0,1.0790915091832478,1.9048052986462911,2.7269949436187746,3.5575783967971804,4.202116370201111,4.790784807999929,5.6202623407046,6.363603472709656,6.827881336212158,7.324397071202596,8.01200864315033,8.49936519463857,8.802074174086252,9.443288830916087,9.736891734600068,10.122628645102184,10.626131705443065,11.012213810284932,11.573923726876577,11.925741342703502,12.716866425673167,13.150009512901306,13.44286550283432,13.814266463120779,14.390558588504792,14.90892786582311,15.430162660280864,16.02647729317347
cummulative feedback,0.0,460.0,467.0,481.0,505.0,532.0,561.0,583.0,602.0,608.0,616.0,619.0,622.0,622.0,623.0,623.0,625.0,625.0,626.0,627.0,627.0,628.0,628.0,629.0,629.0,629.0,629.0,629.0,629.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,957.0,998.0,998.0,998.0,764.0,708.0,998.0,894.0,553.0,584.0,826.0,588.0,376.0,831.0,366.0,476.0,633.0,467.0,680.0,418.0,998.0,560.0,369.0,454.0,731.0,640.0,632.0,727.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
