,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Accumulated time steps,0.0,445.0,723.0,1147.0,1774.0,2497.0,2746.0,3028.0,3355.0,3863.0,4129.0,5128.0,5525.0,5765.0,6104.0,6416.0,7390.0,7884.0,8315.0,8960.0,9365.0,10046.0,10481.0,10797.0,11358.0,11844.0,12843.0,13607.0,14194.0,15193.0,15729.0,16500.0,17032.0,17428.0,18427.0,19373.0,20372.0
Episode reward,0.0,78.90635688418135,85.78525266586225,82.13498705864345,69.23521840531365,65.88614069032698,88.57421697255239,86.12482260337214,85.8648804003679,77.72190343386583,87.75677989764004,-42.82143265860553,87.40446497989367,90.22521332120579,85.00539471015558,89.76534166150591,68.27841906324767,83.71381959033152,84.38423782891407,79.43072320431725,87.02971290810126,72.83390454703775,81.86623872167442,92.79859929739973,80.9310322805654,85.42384307210223,-29.047229221858046,77.51415339457401,79.08682247602854,-28.980356929816498,78.83491373255676,82.78817595654445,82.13417540916561,84.98652927663834,-23.047941514205473,64.42350763879604,-26.595536892203704
Episode feedback,0.8,0.4356659132377745,0.3862815870531351,0.3026004720978712,0.26038338616552176,0.16620498591938368,0.1854838702198231,0.17081850473018326,0.13190184008619069,0.12426035478449635,0.09433962228551086,0.06312625244175726,0.050505050377512496,0.041841004009033456,0.050295857839361365,0.06109324739198313,0.039054470669008766,0.026369168303510816,0.01627906972958356,0.015527950286447283,0.01485148511175375,0.008823529398788927,0.016129032220900848,0.0,0.007142857130102041,0.004123711331703688,0.00200400801402404,0.0013106159877973578,0.0,0.00100200400701202,0.0,0.0012987012970146737,0.0018832391678281748,0.0,0.00200400801402404,0.0010582010570812687,0.0
total seconds,0.0,42.726536989212036,66.90421485900879,104.22805166244507,154.17352104187012,215.89407110214233,240.88449025154114,267.21100902557373,295.3574993610382,339.4547462463379,361.25112867355347,436.86135625839233,467.3099732398987,485.67370676994324,511.66468715667725,535.733556509018,605.1793038845062,640.0537130832672,669.5630714893341,713.1401867866516,739.9854226112366,783.4614984989166,814.4211058616638,834.3852560520172,867.6560678482056,896.3592820167542,948.2842853069305,985.1308403015137,1013.454864025116,1061.4691743850708,1087.436893939972,1124.314602613449,1150.4637830257416,1169.9883465766907,1217.7850782871246,1263.2025427818298,1313.0730423927307
total minutes,0.0,0.7121089498202006,1.1150702476501464,1.7371341943740846,2.569558684031169,3.598234518369039,4.014741504192353,4.453516817092895,4.922624989350637,5.657579104105632,6.020852144559225,7.281022604306539,7.788499553998311,8.094561779499054,8.527744785944622,8.928892608483633,10.086321731408438,10.66756188472112,11.159384524822235,11.885669779777526,12.333090376853942,13.05769164164861,13.573685097694398,13.906420934200288,14.46093446413676,14.939321366945903,15.804738088448842,16.41884733835856,16.8909144004186,17.691152906417848,18.123948232332864,18.73857671022415,19.17439638376236,19.499805776278176,20.296417971452076,21.053375713030498,21.88455070654551
cummulative feedback,0.0,193.0,300.0,428.0,591.0,711.0,757.0,805.0,848.0,911.0,936.0,999.0,1019.0,1029.0,1046.0,1065.0,1103.0,1116.0,1123.0,1133.0,1139.0,1145.0,1152.0,1152.0,1156.0,1158.0,1160.0,1161.0,1161.0,1162.0,1162.0,1163.0,1164.0,1164.0,1166.0,1167.0,1167.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,443.0,277.0,423.0,626.0,722.0,248.0,281.0,326.0,507.0,265.0,998.0,396.0,239.0,338.0,311.0,973.0,493.0,430.0,644.0,404.0,680.0,434.0,315.0,560.0,485.0,998.0,763.0,586.0,998.0,535.0,770.0,531.0,395.0,998.0,945.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
