,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Accumulated time steps,0.0,613.0,1453.0,2221.0,3220.0,3802.0,4378.0,5377.0,5985.0,6338.0,6868.0,7412.0,7860.0,8208.0,8663.0,9048.0,9550.0,9902.0,10255.0,10935.0,11336.0,11710.0,12182.0,12557.0,13268.0,13627.0,13889.0,14455.0,14824.0,15185.0,15570.0,16021.0,16554.0,17178.0,17986.0,18340.0,18602.0
Episode reward,0.0,83.16142348856394,63.31501080988371,56.38518563263105,-11.824089336734358,72.75330088221051,75.33589078980415,-61.90413860324433,59.57727070701698,77.35634696156355,66.49117268557158,66.51578935493565,76.7549658785137,78.13379297772671,77.0898613932484,80.41109556889815,83.0989708776413,80.44230819519939,77.11295115904815,68.6441156192666,79.7075486000343,83.12096750494044,74.15367099816851,79.43893763776163,53.78185797801756,77.62171105848797,83.57120944687807,63.53580797972876,76.87769643855492,76.5446604343273,75.43028847759828,71.59189410881694,65.71318662557573,59.80019174715696,47.36379295986136,77.60352443476425,83.52003977075896
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,28.268205881118774,67.03278064727783,103.08237075805664,150.01751255989075,177.6940381526947,205.1565079689026,252.02009677886963,280.8385889530182,297.93713331222534,323.27647948265076,349.2750790119171,370.972989320755,387.9942994117737,409.8619875907898,428.5158815383911,452.62120628356934,469.871107339859,487.1041955947876,519.5738804340363,538.9235832691193,556.9729511737823,579.7473480701447,598.1639504432678,631.856076002121,649.2574362754822,661.27916431427,686.3329105377197,702.6551132202148,718.6933841705322,736.196916103363,756.8300893306732,780.6762566566467,808.4131383895874,844.4223568439484,860.3880400657654,872.4542870521545
total minutes,0.0,0.4711367646853129,1.1172130107879639,1.7180395126342773,2.500291875998179,2.961567302544912,3.4192751328150432,4.200334946314494,4.68064314921697,4.965618888537089,5.387941324710846,5.821251316865285,6.182883155345917,6.466571656862895,6.831033126513163,7.141931358973185,7.543686771392823,7.831185122330983,8.118403259913126,8.659564673900604,8.982059721151987,9.282882519563039,9.662455801169077,9.969399174054464,10.53093460003535,10.820957271258036,11.021319405237834,11.438881842295329,11.710918553670247,11.97822306950887,12.269948601722717,12.613834822177887,13.011270944277445,13.473552306493124,14.073705947399139,14.339800667762756,14.540904784202576
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,611.0,839.0,767.0,998.0,581.0,575.0,998.0,607.0,352.0,529.0,543.0,447.0,347.0,454.0,384.0,501.0,351.0,352.0,679.0,400.0,373.0,471.0,374.0,710.0,358.0,261.0,565.0,368.0,360.0,384.0,450.0,532.0,623.0,807.0,353.0,261.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
