,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,518.0,977.0,1295.0,2294.0,2543.0,2799.0,3472.0,4315.0,5294.0,6000.0,6531.0,7369.0,8368.0,9367.0,10366.0,11236.0,11964.0,12911.0,13467.0,14466.0,15208.0,16185.0,17184.0,18183.0,19182.0,19801.0,20800.0
Episode reward,0.0,79.54469797626433,79.51805403735621,83.95999335077526,-44.95482344975213,89.07001086798903,87.8362999052139,70.96662938838759,67.56536052955339,60.30380107497665,67.44263449115172,77.37383086253158,65.79503761727673,-37.30914736751919,57.37564202598348,-40.086409956989485,66.2466761854807,68.91205961595651,58.61100987042447,77.65657300614956,-41.909674627129526,71.22898789437181,63.4408216105987,-42.403749648177296,-39.40376868738425,-39.39999810552497,75.71173361940424,-39.27320140839394
Episode feedback,0.8,0.509689921492849,0.35371178962071664,0.2839116710286698,0.2294589176057526,0.18951612826808012,0.17254901893118033,0.15029761882396186,0.10688836091818485,0.08997955001024587,0.06666666657210402,0.05471698102883588,0.039426523250386473,0.01703406811920434,0.01903807613322838,0.00901803606310818,0.00345224395460041,0.0027510316330797363,0.0010570824513138663,0.0018018017985553122,0.0,0.0,0.0010245901628846412,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,35.8345365524292,67.81845283508301,89.57048797607422,150.58302688598633,165.6049280166626,180.89863443374634,218.88835215568542,263.85595893859863,314.99423694610596,350.9434669017792,378.3659670352936,420.2572739124298,469.06824231147766,517.7493529319763,565.4812164306641,607.3820641040802,642.5283160209656,686.999826669693,713.9557950496674,761.9752852916718,799.1425406932831,847.2540752887726,895.6338701248169,943.4137234687805,990.9835698604584,1020.826012134552,1068.3760795593262
total minutes,0.0,0.59724227587382,1.1303075472513835,1.4928414662679037,2.5097171147664388,2.7600821336110433,3.014977240562439,3.648139202594757,4.39759931564331,5.249903949101766,5.849057781696319,6.306099450588226,7.004287898540497,7.817804038524628,8.629155882199605,9.424686940511068,10.12303440173467,10.708805267016093,11.449997111161549,11.89926325082779,12.69958808819453,13.319042344888052,14.120901254812877,14.927231168746948,15.723562057813009,16.51639283100764,17.0137668689092,17.806267992655435
cummulative feedback,0.0,263.0,425.0,515.0,744.0,791.0,835.0,936.0,1026.0,1114.0,1161.0,1190.0,1223.0,1240.0,1259.0,1268.0,1271.0,1273.0,1274.0,1275.0,1275.0,1275.0,1276.0,1277.0,1277.0,1277.0,1277.0,1277.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,516.0,458.0,317.0,998.0,248.0,255.0,672.0,842.0,978.0,705.0,530.0,837.0,998.0,998.0,998.0,869.0,727.0,946.0,555.0,998.0,741.0,976.0,998.0,998.0,998.0,618.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
