,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0
Episode reward,0.0,-50.43371727198349,-64.17274911287474,-64.97301366938397,-65.55451335856803,-64.41479788538882,-34.64415176766233,-37.883671596387316,-58.99551315789615,-67.08774645537599,-55.100971924397776,-58.618657854315806,-83.08149544466977,-81.67911634380097,-80.22116027116095,-81.04097155663415,-80.62783310714678,-80.96053373462838,-80.5576924886858,-81.20679943085975,-80.84515053389102
Episode feedback,0.8,0.3206412822438464,0.08817635261705777,0.02304609216127646,0.10220440871522604,0.0400801602804808,0.08216432857498564,0.027054108189324542,0.01102204407713222,0.014028056098168281,0.012024048084144241,0.012024048084144241,0.0030060120210360602,0.00100200400701202,0.0,0.00200400801402404,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,79.03553891181946,137.24344110488892,186.65703439712524,246.4202344417572,299.26846837997437,356.9477791786194,406.7434220314026,456.19161438941956,506.2124798297882,556.1298308372498,605.2993195056915,653.722220659256,702.6539282798767,750.0332450866699,798.7832832336426,848.8340229988098,896.9389836788177,944.4394776821136,992.8540315628052,1040.157996416092
total minutes,0.0,1.3172589818636575,2.287390685081482,3.110950573285421,4.10700390736262,4.987807806332906,5.94912965297699,6.77905703385671,7.603193573156992,8.436874663829803,9.268830513954162,10.088321991761525,10.895370344320932,11.710898804664613,12.500554084777832,13.313054720560709,14.14723371664683,14.94898306131363,15.74065796136856,16.54756719271342,17.335966606934864
cummulative feedback,0.0,320.0,408.0,431.0,533.0,573.0,655.0,682.0,693.0,707.0,719.0,731.0,734.0,735.0,735.0,737.0,737.0,737.0,737.0,737.0,737.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
