,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,343.0,1342.0,1969.0,2222.0,2565.0,2917.0,3251.0,4250.0,5061.0,6060.0,6659.0,7658.0,8375.0,9316.0,10315.0,11314.0,12313.0,13312.0,14311.0,15310.0,16309.0,17308.0,18307.0,19306.0,20305.0
Episode reward,0.0,83.6025422577694,-43.23139111383224,75.69662314327701,89.6697113055343,84.29746392745338,85.1651065163061,85.81644571579085,-39.68228889306691,69.64070246455825,-32.11272050362944,77.92282270578579,-34.76688487608537,78.52003195057873,62.921705192256866,-32.99886513415205,-33.032043481256,-32.42319072472928,-31.747131859282185,-32.13336662682706,-35.08307323125169,-32.91424220478532,-34.71096311402091,-33.85023546789186,-31.279953492242733,-33.184783391182236
Episode feedback,0.8,0.49266862025610375,0.32865731429994255,0.29872204425124277,0.1785714278628118,0.20467836197462466,0.1965811960211362,0.1651651646691737,0.13326653293259866,0.07901234558146623,0.06312625244175726,0.03678929759734231,0.02204408815426444,0.019553072598389565,0.01702127657763694,0.00801603205609616,0.00400801602804808,0.0030060120210360602,0.0,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,23.25381898880005,87.12154912948608,126.7099678516388,141.91320991516113,162.625141620636,183.73553824424744,203.3478283882141,257.65630555152893,299.56160616874695,350.9139003753662,381.3663499355316,431.0274522304535,467.14743542671204,513.6810600757599,562.3959000110626,610.5909945964813,658.6586842536926,706.50457072258,754.2043905258179,802.0106401443481,849.6548180580139,897.0269114971161,944.7488672733307,992.5527257919312,1040.0590324401855
total minutes,0.0,0.38756364981333413,1.452025818824768,2.1118327975273132,2.3652201652526856,2.7104190270106,3.0622589707374575,3.389130473136902,4.294271759192148,4.992693436145783,5.848565006256104,6.35610583225886,7.183790870507559,7.785790590445201,8.561351001262665,9.373265000184377,10.176516576608021,10.977644737561544,11.775076178709666,12.570073175430299,13.366844002405802,14.160913634300233,14.950448524951934,15.74581445455551,16.54254542986552,17.334317207336426
cummulative feedback,0.0,168.0,496.0,683.0,728.0,798.0,867.0,922.0,1055.0,1119.0,1182.0,1204.0,1226.0,1240.0,1256.0,1264.0,1268.0,1271.0,1271.0,1272.0,1272.0,1273.0,1273.0,1273.0,1273.0,1273.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,341.0,998.0,626.0,252.0,342.0,351.0,333.0,998.0,810.0,998.0,598.0,998.0,716.0,940.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
