,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,544.0,889.0,1325.0,1635.0,2071.0,2558.0,3172.0,3541.0,3803.0,4510.0,5509.0,6508.0,7103.0,7694.0,8323.0,8796.0,9182.0,9668.0,10452.0,11451.0,12251.0,12901.0,13723.0,14472.0,15471.0,16115.0,16920.0,17481.0,18174.0,18926.0,19652.0,20637.0
Episode reward,0.0,71.54023305633167,83.11814377022014,80.82765193230004,82.6554826149224,79.81113938885919,74.02233189190969,74.32183560131796,81.53123199842942,87.50976181286477,68.93274702750537,-41.33822921973041,-40.98892081279852,74.7663980056768,77.06394059502742,81.22942101982224,88.68250911452375,88.05217127751615,84.91692903452429,79.29066216273276,-28.176850978388494,77.98518660248537,79.36690926960378,77.96742664893043,79.97386461637426,-28.971229469220418,79.80454217914772,84.2419172328484,84.90740694163378,80.64960684203011,78.10359098194357,73.30342803758816,71.42254291733927
Episode feedback,0.8,0.3726937262496426,0.33430232460958625,0.2919540223173471,0.21359223231847174,0.16781609156823887,0.13786008202086403,0.12887438804425058,0.11413043447247165,0.06130268175746099,0.09490084972393648,0.0651302604557813,0.04108216428749282,0.025252525210012585,0.028813559273197356,0.012738853482899914,0.02330508469638753,0.012987012953280487,0.002061855665851844,0.0076628352392556385,0.0030060120210360602,0.003754693362009145,0.0015408320469324623,0.0012180267951059356,0.0040106951818038835,0.0,0.0,0.0012437810929803717,0.0,0.0014450867031140366,0.0,0.0,0.0
total seconds,0.0,35.74170994758606,60.07919931411743,89.10117387771606,108.91140031814575,134.95389556884766,162.70556139945984,196.08471369743347,216.74925136566162,231.39012455940247,271.1225347518921,322.91787099838257,372.8657376766205,402.3638758659363,431.69672989845276,462.31163716316223,486.0323791503906,505.2989580631256,529.056610584259,567.0970523357391,614.6101496219635,653.2001090049744,684.4613766670227,724.1084690093994,760.4523267745972,807.8569791316986,838.8240056037903,877.6235775947571,904.875913143158,938.3532526493073,974.3769505023956,1009.447692155838,1057.1173660755157
total minutes,0.0,0.595695165793101,1.001319988568624,1.485019564628601,1.8151900053024292,2.2492315928141275,2.711759356657664,3.268078561623891,3.612487522761027,3.8565020759900412,4.518708912531535,5.38196451663971,6.214428961277008,6.706064597765605,7.194945498307546,7.7051939527193705,8.10053965250651,8.421649301052094,8.817610176404317,9.451617538928986,10.243502493699392,10.886668483416239,11.407689611117044,12.06847448348999,12.674205446243286,13.46428298552831,13.980400093396504,14.627059626579285,15.081265219052632,15.639220877488453,16.239615841706595,16.8241282025973,17.618622767925263
cummulative feedback,0.0,202.0,317.0,444.0,510.0,583.0,650.0,729.0,771.0,787.0,854.0,919.0,960.0,975.0,992.0,1000.0,1011.0,1016.0,1017.0,1023.0,1026.0,1029.0,1030.0,1031.0,1034.0,1034.0,1034.0,1035.0,1035.0,1036.0,1036.0,1036.0,1036.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,542.0,344.0,435.0,309.0,435.0,486.0,613.0,368.0,261.0,706.0,998.0,998.0,594.0,590.0,628.0,472.0,385.0,485.0,783.0,998.0,799.0,649.0,821.0,748.0,998.0,643.0,804.0,560.0,692.0,751.0,725.0,984.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
