,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6358.0,6931.0,7930.0,8671.0,9670.0,10060.0,10782.0,11061.0,11543.0,12291.0,12673.0,13133.0,13502.0,13768.0,14130.0,14678.0,15224.0,15678.0,16054.0,16528.0,17061.0,17451.0,17862.0,18280.0,19224.0,19834.0
Episode reward,0.0,-66.58184067162772,-67.18411634780259,-67.08007607061424,-64.25471553904754,-60.20435450653403,-56.5358796735118,80.15348551227389,65.71925475008769,-59.3151765300393,51.44224657666285,-75.38964080115521,75.21934495478315,60.90728619685078,82.88017276075229,71.9501456155214,61.83250860214337,81.04911805059817,67.54442963578533,74.00686207098941,82.88684518478696,79.83734510730491,69.79928745615697,69.90741120278176,75.0403936785239,78.91231022670364,76.83437332439314,74.56119627420024,83.79597545026937,80.04842692869788,78.97451406988047,67.87543787580874,74.69136391764717
Episode feedback,0.8,0.09919839669418998,0.10320641272223806,0.08717434861004575,0.06913827648382938,0.00801603205609616,0.03206412822438464,0.02486187838435945,0.022727272687539733,0.0050100200350601,0.0027027026990504017,0.0,0.010282776323180524,0.004160887650262292,0.0,0.0020790020746798295,0.0053547523355358066,0.005249343818243192,0.0,0.0,0.0037735848914204344,0.0,0.0,0.0,0.0,0.0,0.002114164900392886,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,58.99057626724243,119.3835825920105,178.67621874809265,235.6236925125122,283.82623076438904,334.6330256462097,352.434472322464,379.99170660972595,426.6896860599518,461.46463203430176,508.5338566303253,528.0098674297333,563.1304287910461,577.4212121963501,601.916585445404,638.726194858551,658.4095251560211,681.6762278079987,700.709043264389,714.6432585716248,733.4292018413544,761.372416973114,789.0496728420258,812.0908510684967,831.5622327327728,855.7140998840332,882.6641328334808,902.6724598407745,923.805778503418,945.1621658802032,992.3242506980896,1023.2526907920837
total minutes,0.0,0.9831762711207072,1.9897263765335083,2.9779369791348773,3.9270615418752035,4.730437179406484,5.577217094103495,5.873907872041067,6.333195110162099,7.111494767665863,7.691077200571696,8.475564277172088,8.800164457162222,9.385507146517435,9.623686869939169,10.031943090756734,10.64543658097585,10.973492085933685,11.361270463466644,11.678484054406484,11.910720976193746,12.22382003068924,12.689540282885234,13.15082788070043,13.534847517808279,13.859370545546215,14.261901664733887,14.711068880558013,15.044540997346243,15.396762975056966,15.752702764670055,16.538737511634828,17.054211513201395
cummulative feedback,0.0,99.0,202.0,289.0,358.0,366.0,398.0,407.0,420.0,425.0,427.0,427.0,431.0,434.0,434.0,435.0,439.0,441.0,441.0,441.0,442.0,442.0,442.0,442.0,442.0,442.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,362.0,572.0,998.0,740.0,998.0,389.0,721.0,278.0,481.0,747.0,381.0,459.0,368.0,265.0,361.0,547.0,545.0,453.0,375.0,473.0,532.0,389.0,410.0,417.0,943.0,609.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
