,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,524.0,1121.0,1573.0,2572.0,3571.0,4393.0,4788.0,5332.0,6331.0,7330.0,8329.0,9328.0,10327.0,11261.0,12260.0,13259.0,14258.0,15257.0,16256.0,17255.0,18254.0,19253.0,20252.0
Episode reward,0.0,76.84821859019922,75.57213953200494,81.05687940032412,-36.59350706512374,-37.12063490742584,71.80751452252127,86.80088042501711,78.24853652536689,-36.530951983863154,-31.63408370501485,-32.87746079399378,-31.585250420356925,-32.98257011365837,71.79428761892267,-31.885031761026802,-33.21688173228555,-34.782041725362006,-32.45239741437676,-29.246410366526725,-31.760741039627412,-31.793118371968603,-32.19806958671131,-32.69020557453895
Episode feedback,0.8,0.5095785430850985,0.33557046923562,0.3126385802380519,0.2394789576758728,0.1392785569746708,0.1059683311742164,0.11421319767966194,0.09208103113797232,0.05310621237163706,0.04408817630852888,0.02104208414725242,0.014028056098168281,0.00901803606310818,0.009646302240464841,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.00200400801402404,0.0,0.0
total seconds,0.0,40.26567792892456,83.17015027999878,117.7851243019104,183.4325659275055,241.59238862991333,290.3460810184479,313.66516184806824,346.1572906970978,401.3021922111511,454.18616008758545,504.70756578445435,554.4475018978119,604.0539855957031,650.2546241283417,698.7998919487,747.5635848045349,795.9566383361816,844.752325296402,893.5390908718109,941.8837094306946,990.6107039451599,1039.539611339569,1088.2822675704956
total minutes,0.0,0.6710946321487427,1.386169171333313,1.96308540503184,3.0572094321250916,4.026539810498556,4.839101350307464,5.227752697467804,5.769288178284963,6.688369870185852,7.569769334793091,8.411792763074239,9.240791698296865,10.067566426595052,10.837577068805695,11.646664865811665,12.459393080075582,13.265943972269694,14.0792054216067,14.892318181196849,15.69806182384491,16.510178399085998,17.325660188992817,18.138037792841594
cummulative feedback,0.0,266.0,466.0,607.0,846.0,985.0,1072.0,1117.0,1167.0,1220.0,1264.0,1285.0,1299.0,1308.0,1317.0,1319.0,1320.0,1321.0,1322.0,1323.0,1323.0,1325.0,1325.0,1325.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,522.0,596.0,451.0,998.0,998.0,821.0,394.0,543.0,998.0,998.0,998.0,998.0,998.0,933.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
