,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,610.0,1127.0,1386.0,1901.0,2252.0,2508.0,2866.0,3445.0,4388.0,5387.0,5939.0,6730.0,7368.0,7606.0,8584.0,9578.0,10577.0,11576.0,12575.0,13574.0,14573.0,15572.0,16571.0,17128.0,18127.0,19126.0,20125.0
Episode reward,0.0,68.75408010625165,74.25475424433435,86.20216952199458,74.84160523638826,83.50469087993294,87.60468764570193,84.2001537368783,73.26876779320447,59.84932925290677,-38.474809665011826,76.76483051540374,66.78481935699037,75.56967902799573,88.74937629453743,61.648302086439564,57.49230869462859,-36.48576636015553,-40.33921232048328,-39.4855749278572,-35.74145964813281,-38.564828632026085,-39.35942506677254,-39.5066250759592,80.52730378732292,-36.42661783374687,-36.78415821777,-36.62806682004457
Episode feedback,0.8,0.4621710518714292,0.2926356583476053,0.21317829374737096,0.2509727621576405,0.19428571373061224,0.12156862697424067,0.2128851534653077,0.14705882327498473,0.10191082791729211,0.07615230453291352,0.05989110696934463,0.04177215184585804,0.026687598074273785,0.01687763705958803,0.02251791195238699,0.016112789510460433,0.0100200400701202,0.0050100200350601,0.00400801602804808,0.00100200400701202,0.0,0.00100200400701202,0.00200400801402404,0.0,0.0,0.0,0.0
total seconds,0.0,40.94431018829346,73.78963851928711,89.91844344139099,122.03981590270996,142.92020988464355,157.63305139541626,179.32194018363953,212.20721340179443,262.00325751304626,314.8299446105957,344.9449098110199,385.1715965270996,417.52038955688477,429.9559395313263,478.05767726898193,526.2828996181488,574.4746825695038,622.4477968215942,670.2514595985413,718.2322311401367,766.1985666751862,814.0472235679626,861.657457113266,888.6303644180298,936.4971923828125,983.9491703510284,1031.3108587265015
total minutes,0.0,0.682405169804891,1.229827308654785,1.4986407240231832,2.0339969317118327,2.3820034980773928,2.6272175232569377,2.988699003060659,3.5367868900299073,4.366720958550771,5.247165743509928,5.749081830183665,6.419526608784993,6.958673159281413,7.165932325522105,7.967627954483032,8.77138166030248,9.574578042825063,10.37412994702657,11.170857659975688,11.970537185668945,12.769976111253103,13.56745372613271,14.360957618554433,14.81050607363383,15.608286539713541,16.399152839183806,17.188514312108357
cummulative feedback,0.0,281.0,432.0,487.0,616.0,684.0,715.0,791.0,876.0,972.0,1048.0,1081.0,1114.0,1131.0,1135.0,1157.0,1173.0,1183.0,1188.0,1192.0,1193.0,1193.0,1194.0,1196.0,1196.0,1196.0,1196.0,1196.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,608.0,516.0,258.0,514.0,350.0,255.0,357.0,578.0,942.0,998.0,551.0,790.0,637.0,237.0,977.0,993.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,556.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
