,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,444.0,877.0,1876.0,2460.0,2801.0,3220.0,3807.0,4806.0,5207.0,6206.0,6439.0,6959.0,7958.0,8472.0,9471.0,9976.0,10975.0,11974.0,12973.0,13972.0,14698.0,15419.0,16418.0,17409.0,18408.0,19378.0,20377.0
Episode reward,0.0,78.82112691618283,80.89634704773079,-45.92249351885859,73.71552085469106,84.07906372294413,80.49588723298565,73.69420922326914,-48.94935812312657,80.59506413842534,-42.527772673047444,90.62123398062451,76.42539932551598,-44.497248591403974,76.17108943414287,-45.84577261256097,77.42371401172804,-42.62206264038887,-46.76319079296314,-43.867920736638794,-43.872906566466746,67.85628287726007,70.19050322920997,-47.72205096082257,54.48694060494844,-43.85961444201251,55.54820971690607,-43.24867181234122
Episode feedback,0.8,0.4886877816998014,0.36111111027520576,0.2685370738792214,0.20583190359205505,0.1588235289446367,0.16267942544813535,0.11774744007210335,0.06112224442773322,0.0949999997625,0.04709418832956494,0.04741379289907848,0.05780346809671779,0.03206412822438464,0.023391812819899,0.0100200400701202,0.017857142821712017,0.00400801602804808,0.00400801602804808,0.0030060120210360602,0.0030060120210360602,0.0013793103429250893,0.0013888888869598767,0.0,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,38.373159646987915,73.61049294471741,149.3467037677765,191.1305286884308,213.92744421958923,241.07806205749512,276.5821614265442,330.6884882450104,353.25029730796814,405.0519709587097,417.7952902317047,445.52531242370605,496.2686593532562,522.5316832065582,572.1306712627411,597.7334539890289,646.8225681781769,695.3501453399658,744.2814519405365,793.1810717582703,828.6836225986481,864.0900230407715,912.6446013450623,960.9492921829224,1009.4530427455902,1057.2231783866882,1107.3304920196533
total minutes,0.0,0.6395526607831319,1.2268415490786235,2.4891117294629415,3.1855088114738463,3.5654574036598206,4.017967700958252,4.609702690442403,5.511474804083506,5.887504955132802,6.750866182645162,6.963254837195079,7.4254218737284345,8.271144322554271,8.70886138677597,9.535511187712352,9.962224233150483,10.780376136302948,11.58916908899943,12.404690865675608,13.219684529304505,13.811393709977468,14.401500384012857,15.210743355751038,16.015821536382038,16.82421737909317,17.620386306444804,18.455508200327554
cummulative feedback,0.0,216.0,372.0,640.0,760.0,814.0,882.0,951.0,1012.0,1050.0,1097.0,1108.0,1138.0,1170.0,1182.0,1192.0,1201.0,1205.0,1209.0,1212.0,1215.0,1216.0,1217.0,1217.0,1217.0,1218.0,1218.0,1218.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,442.0,432.0,998.0,583.0,340.0,418.0,586.0,998.0,400.0,998.0,232.0,519.0,998.0,513.0,998.0,504.0,998.0,998.0,998.0,998.0,725.0,720.0,998.0,990.0,998.0,969.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
