,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,600.0,1059.0,2058.0,2580.0,3579.0,4253.0,4863.0,5313.0,6312.0,6726.0,6977.0,7505.0,7915.0,8663.0,9662.0,10366.0,11238.0,12202.0,12761.0,13422.0,14138.0,15137.0,16078.0,16774.0,17773.0,18574.0,19284.0,19935.0,20934.0
Episode reward,0.0,68.89811086775865,77.81128157992777,-54.00088465218179,79.17164839543977,-47.852254989347976,72.06599026184756,77.0481779395202,80.99367164124732,-36.70666168075474,87.63020851566748,87.98802497035977,81.42778888618676,85.65732040106984,67.21651868132122,-34.094256831961786,74.35024318264311,73.33525296426893,70.51846990468974,77.79035844563546,75.24821983174185,78.52933120914938,-28.041902450556552,69.05268648625596,74.84954174008041,-33.79519640960586,71.33360320209076,78.14698147445864,73.39187694396198,-28.2046749539788
Episode feedback,0.8,0.3026755847781345,0.27292576359623194,0.16733466917100734,0.1900191934932453,0.10120240470821402,0.09658246642409737,0.08538587834912006,0.05567928718111517,0.06112224442773322,0.01937046000152431,0.027999999888,0.03795066406460974,0.03178484099808107,0.01606425700660742,0.00801603205609616,0.007112375523310988,0.005740528121997097,0.0062305295885456595,0.0,0.001515151512855831,0.0,0.00100200400701202,0.0,0.0014388489187930232,0.0,0.0,0.0014104372335536851,0.0,0.0
total seconds,0.0,37.89590883255005,67.69617128372192,128.09155917167664,160.77313041687012,215.88442826271057,252.21721506118774,284.6722779273987,308.07780361175537,358.93264532089233,379.820556640625,392.98055720329285,419.6799478530884,440.5938527584076,477.2312927246094,525.4662418365479,559.5910172462463,601.6848096847534,648.1534280776978,675.2357761859894,707.3504414558411,741.6256942749023,789.3523006439209,834.7113101482391,867.9079689979553,915.7168080806732,953.8811721801758,988.3889729976654,1020.0304973125458,1068.0534737110138
total minutes,0.0,0.6315984805425008,1.1282695213953653,2.1348593195279437,2.679552173614502,3.5980738043785094,4.203620251019796,4.744537965456645,5.1346300601959225,5.982210755348206,6.330342610677083,6.549675953388214,6.994665797551473,7.343230879306793,7.953854878743489,8.757770697275797,9.326516954104106,10.028080161412557,10.802557134628296,11.253929603099824,11.789174024264018,12.36042823791504,13.155871677398682,13.911855169137318,14.465132816632588,15.261946801344553,15.898019536336262,16.47314954996109,17.00050828854243,17.800891228516896
cummulative feedback,0.0,181.0,306.0,473.0,572.0,673.0,738.0,790.0,815.0,876.0,884.0,891.0,911.0,924.0,936.0,944.0,949.0,954.0,960.0,960.0,961.0,961.0,962.0,962.0,963.0,963.0,963.0,964.0,964.0,964.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,598.0,458.0,998.0,521.0,998.0,673.0,609.0,449.0,998.0,413.0,250.0,527.0,409.0,747.0,998.0,703.0,871.0,963.0,558.0,660.0,715.0,998.0,940.0,695.0,998.0,800.0,709.0,650.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
