,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,982.0,1694.0,2076.0,3075.0,4074.0,5073.0,6072.0,7071.0,7644.0,8643.0,9642.0,10235.0,11125.0,12124.0,12521.0,13050.0,14049.0,14665.0,15379.0,15788.0,16594.0,16998.0,17997.0,18508.0,18914.0,19645.0
Episode reward,0.0,53.97077506437226,61.28896404069455,80.55259994562711,-52.190418616110165,-62.11008742602411,-62.79873410169673,-61.39011693319696,-58.15342366915593,70.73257289058124,-47.45710345530901,-59.244408431802874,69.16281870755309,43.74328944089108,-59.52363043767204,76.74391126487549,72.65527158345135,-45.297703850335814,70.27541275954358,67.11893417637543,79.00858244374702,63.46454809759261,80.16230384401007,-44.838471111707776,75.0023377608253,80.13906228821097,64.25129996683455
Episode feedback,0.8,0.5071428566253644,0.19268635697231173,0.12860892354695821,0.11122244477833422,0.0060120240420721205,0.00400801602804808,0.0100200400701202,0.01703406811920434,0.00874125872597682,0.0100200400701202,0.00200400801402404,0.005067567559007487,0.003374578173931858,0.0,0.002525252518875625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,67.46376419067383,107.84672451019287,128.6717894077301,182.68529605865479,233.03248167037964,281.89616799354553,332.172509431839,381.59588837623596,410.91976857185364,459.44140553474426,506.5724527835846,534.6994025707245,577.3113713264465,623.624609708786,642.5193502902985,667.3788890838623,715.6099896430969,744.8277342319489,780.5875971317291,801.3171534538269,840.962794303894,861.8532767295837,909.9296851158142,934.9983196258545,955.1979925632477,992.1325993537903
total minutes,0.0,1.1243960698445639,1.7974454085032145,2.1445298234621686,3.0447549343109133,3.883874694506327,4.6982694665590925,5.53620849053065,6.359931472937266,6.848662809530894,7.657356758912404,8.442874213059744,8.911656709512075,9.621856188774109,10.393743495146433,10.70865583817164,11.122981484731039,11.926833160718282,12.41379557053248,13.009793285528819,13.355285890897115,14.016046571731568,14.364221278826395,15.165494751930236,15.583305327097575,15.919966542720795,16.53554332256317
cummulative feedback,0.0,497.0,634.0,683.0,794.0,800.0,804.0,814.0,831.0,836.0,846.0,848.0,851.0,854.0,854.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,980.0,711.0,381.0,998.0,998.0,998.0,998.0,998.0,572.0,998.0,998.0,592.0,889.0,998.0,396.0,528.0,998.0,615.0,713.0,408.0,805.0,403.0,998.0,510.0,405.0,730.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
