,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Accumulated time steps,0.0,925.0,1815.0,2234.0,2473.0,3143.0,3809.0,4129.0,4678.0,5081.0,5414.0,5830.0,6065.0,6403.0,6643.0,7241.0,7682.0,8232.0,8480.0,8728.0,9001.0,9681.0,10103.0,10450.0,10876.0,11131.0,11400.0,11680.0,11960.0,12221.0,12389.0,12830.0,13238.0,13515.0,13770.0,14049.0,14318.0,14711.0,14965.0,15338.0,15597.0,15857.0,16322.0,16687.0,17111.0,17372.0,17626.0,17784.0,18141.0,18385.0,18541.0,18800.0,19311.0,19567.0
Episode reward,0.0,49.26422089943583,29.26232154444949,78.52188345383166,89.21515641261648,53.232536928577915,49.004630361323265,92.70833602991776,74.44648098774896,71.03748282101272,76.07325809537937,75.12056664346369,84.8203938959721,88.01387973610467,88.53635262422641,82.61348647104174,79.18303516940125,65.98912349189271,85.76551644006531,85.76188577620586,86.33419181628452,71.42668909729943,71.72855969787257,76.18043687564719,72.22933088429092,86.44906415975095,84.63100451471018,83.16579749033392,83.33677451812594,85.58640464303178,90.37522902030969,76.6736409722902,74.96426724622233,83.62639365864426,86.50576801064705,83.51891616691104,84.60383736697038,77.0764551692262,86.58439244862274,78.5097686418412,85.8100084978026,85.68261892629135,73.70863552840613,79.62300674985354,73.53429946934858,83.86253290850885,83.44511060440504,89.68017605344559,77.66612807385098,85.03648679594191,89.92835452934173,82.89234609295931,67.73015354262253,83.22098248994972
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.074241399765015,83.26271390914917,103.35479474067688,115.3102056980133,146.8704776763916,178.03543972969055,193.6590757369995,219.4966583251953,238.91935229301453,255.11072492599487,274.9573612213135,286.73255920410156,303.1338312625885,315.0205993652344,343.2690896987915,364.4371404647827,390.6086564064026,402.98865008354187,415.25906920433044,428.655086517334,460.76009941101074,480.8627836704254,497.62837839126587,518.0056192874908,530.7902383804321,544.0518567562103,557.6485817432404,571.4218504428864,584.3389220237732,592.9822633266449,613.8501543998718,633.61172747612,647.2404878139496,659.8489964008331,673.4534208774567,686.6939117908478,705.5015406608582,717.8845102787018,735.6354620456696,748.2527890205383,761.0479235649109,783.3436348438263,800.7707018852234,821.0271961688995,833.8134169578552,846.4742515087128,854.626668214798,871.7366380691528,883.6242346763611,891.7636828422546,904.3182182312012,928.531201839447,941.1982583999634
total minutes,0.0,0.7012373566627502,1.3877118984858194,1.7225799123446146,1.921836761633555,2.4478412946065267,2.967257328828176,3.227651262283325,3.658277638753255,3.9819892048835754,4.251845415433248,4.582622687021892,4.778875986735026,5.052230521043142,5.250343322753906,5.721151494979859,6.073952341079712,6.510144273440043,6.716477501392364,6.920984486738841,7.144251441955566,7.679334990183512,8.014379727840424,8.293806306521098,8.633426988124848,8.846503973007202,9.06753094593684,9.294143029054005,9.523697507381438,9.738982033729553,9.883037722110748,10.230835906664531,10.560195457935333,10.787341463565827,10.99748327334722,11.224223681290944,11.444898529847462,11.758359011014303,11.964741837978362,12.260591034094492,12.470879817008973,12.684132059415182,13.055727247397105,13.346178364753722,13.683786602814992,13.89689028263092,14.10790419181188,14.243777803579967,14.528943967819213,14.727070577939351,14.862728047370911,15.071970303853353,15.475520030657451,15.68663763999939
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,923.0,889.0,418.0,238.0,669.0,665.0,319.0,548.0,402.0,332.0,415.0,234.0,337.0,239.0,597.0,440.0,549.0,247.0,247.0,272.0,679.0,421.0,346.0,425.0,254.0,268.0,279.0,279.0,260.0,167.0,440.0,407.0,276.0,254.0,278.0,268.0,392.0,253.0,372.0,258.0,259.0,464.0,364.0,423.0,260.0,253.0,157.0,356.0,243.0,155.0,258.0,510.0,255.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
