,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,458.0,1457.0,2456.0,3455.0,4454.0,5453.0,6452.0,7451.0,8110.0,9109.0,9877.0,10869.0,11673.0,12672.0,13671.0,14670.0,15669.0,16668.0,17667.0,18666.0,19449.0
Episode reward,0.0,74.19515773102042,-64.04162535123446,-66.25732707589322,-62.362732557239,-63.924502777803774,-67.0457785810431,-71.20224165364958,-49.40254704092577,89.09600898637571,-68.11692501565848,39.26071694377302,25.48493901004271,41.17414027742651,-67.8034301752724,-81.07282622711905,-86.08331017961183,-86.56366598766378,-85.94981448345216,-86.06501454344466,-86.06538434957756,32.878255228469726
Episode feedback,0.8,0.3618421044696445,0.250501001753005,0.11222444878534625,0.09619238467315393,0.013026052091156261,0.02204408815426444,0.01703406811920434,0.033066132231396664,0.03647416407830674,0.01603206411219232,0.007822685778588415,0.0020181634692046785,0.00373599003270736,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,35.467891693115234,107.21580576896667,167.51613450050354,226.09651732444763,272.9906566143036,320.7016201019287,368.53849625587463,420.6080734729767,453.7295379638672,501.744345664978,539.3345448970795,586.8413007259369,626.2929358482361,674.7424747943878,724.4886400699615,773.6150929927826,821.4319758415222,870.7446675300598,920.455974817276,970.2828028202057,1009.509970664978
total minutes,0.0,0.5911315282185873,1.7869300961494445,2.7919355750083925,3.768275288740794,4.54984427690506,5.345027001698812,6.1423082709312435,7.010134557882945,7.5621589660644535,8.362405761082966,8.988909081617992,9.780688345432281,10.4382155974706,11.245707913239796,12.074810667832692,12.893584883213043,13.690532930692036,14.512411125500996,15.340932913621266,16.171380047003428,16.825166177749633
cummulative feedback,0.0,165.0,415.0,527.0,623.0,636.0,658.0,675.0,708.0,732.0,748.0,754.0,756.0,759.0,761.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,456.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,658.0,998.0,767.0,991.0,803.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,782.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
