,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,519.0,935.0,1446.0,1861.0,2114.0,2536.0,3307.0,3930.0,4723.0,5722.0,6531.0,6852.0,7195.0,8194.0,8681.0,9680.0,10628.0,11627.0,12626.0,13625.0,14206.0,15205.0,16204.0,17203.0,18202.0,19201.0,20200.0
Episode reward,0.0,72.41824711218894,78.641907617157,75.36400200421511,81.25658704386831,88.33892880549324,79.94016350362656,62.2188240670326,68.40173393889161,65.25964705974201,-44.02140094094773,62.00033165760244,85.67612968493496,84.66345168813949,-40.45510011504411,79.75582899524301,-38.6449416276712,59.6470516192364,-42.349779687897986,-41.83334930182691,-41.14713135700088,73.63508621494752,-41.36439717127173,-38.50438223226625,-38.84627294157635,-41.58432729582552,-40.883461090295135,-38.693606248709635
Episode feedback,0.8,0.3965183744748194,0.41445783032660766,0.2705882347635525,0.27294685924408973,0.18253968181531874,0.14964370510773467,0.11428571413729129,0.10771704162746457,0.08459595948914651,0.04208416829450484,0.040841584107869325,0.04374999986328125,0.020467836197462466,0.033066132231396664,0.024691357973886094,0.0050100200350601,0.005279831039831224,0.007014028049084141,0.00400801602804808,0.00200400801402404,0.003448275856123662,0.0,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,36.20579433441162,69.18807458877563,103.23650431632996,131.21201086044312,146.88907861709595,171.87457489967346,214.5615975856781,249.04010915756226,291.9606852531433,342.9458694458008,384.637300491333,401.48432064056396,419.17494010925293,469.7877233028412,494.60795402526855,543.0398559570312,589.8738276958466,639.265860080719,688.3718392848969,737.419816493988,766.4250869750977,816.6846837997437,867.4459855556488,917.1879465579987,967.3987679481506,1017.6281387805939,1068.1107790470123
total minutes,0.0,0.603429905573527,1.153134576479594,1.720608405272166,2.186866847674052,2.4481513102849326,2.864576248327891,3.5760266264279683,4.150668485959371,4.866011420885722,5.7157644907633465,6.41062167485555,6.691405344009399,6.986249001820882,7.829795388380687,8.243465900421143,9.050664265950521,9.831230461597443,10.654431001345317,11.472863988081615,12.2903302748998,12.77375144958496,13.611411396662394,14.457433092594147,15.286465775966644,16.123312799135842,16.960468979676566,17.801846317450206
cummulative feedback,0.0,205.0,377.0,515.0,628.0,674.0,737.0,825.0,892.0,959.0,1001.0,1034.0,1048.0,1055.0,1088.0,1100.0,1105.0,1110.0,1117.0,1121.0,1123.0,1125.0,1125.0,1126.0,1126.0,1127.0,1127.0,1127.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,517.0,415.0,510.0,414.0,252.0,421.0,770.0,622.0,792.0,998.0,808.0,320.0,342.0,998.0,486.0,998.0,947.0,998.0,998.0,998.0,580.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
