,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,709.0,1385.0,2384.0,3383.0,4382.0,5381.0,6380.0,7379.0,8378.0,9377.0,10376.0,11375.0,12374.0,13373.0,14372.0,15371.0,16370.0,17369.0,18368.0,19367.0
Episode reward,0.0,67.05808423211144,68.5744021982672,-49.98002893844251,-42.395623768718885,-65.09986559080619,-57.07984533800227,-63.88937948666301,-64.16494640144809,-66.46419496713408,-64.58415867548794,-50.63287918645643,-56.91751145528238,-51.18110504935484,-44.80141013912274,-56.42937664285812,-50.492144808281154,-51.98605189551574,-55.22009764614885,-52.45202077082515,-51.693215009279015
Episode feedback,0.8,0.41018387495023495,0.29333333289876545,0.2104208414725242,0.16232464913594724,0.0060120240420721205,0.054108216378649085,0.014028056098168281,0.0060120240420721205,0.0,0.0060120240420721205,0.014028056098168281,0.00100200400701202,0.0050100200350601,0.00100200400701202,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,45.763041496276855,86.69844365119934,143.76048278808594,199.6172330379486,246.33382368087769,296.3440172672272,344.6466953754425,393.20030069351196,441.85408091545105,491.49578309059143,541.4659652709961,591.4792811870575,641.2653443813324,691.031129360199,740.88951420784,790.7158558368683,840.5743713378906,889.8091313838959,938.5403823852539,988.3717186450958
total minutes,0.0,0.762717358271281,1.4449740608533224,2.396008046468099,3.32695388396581,4.105563728014628,4.939066954453787,5.744111589590708,6.553338344891866,7.364234681924184,8.19159638484319,9.024432754516601,9.857988019784292,10.687755739688873,11.517185489336649,12.348158570130666,13.178597597281138,14.009572855631511,14.830152189731598,15.642339706420898,16.472861977418265
cummulative feedback,0.0,290.0,488.0,698.0,860.0,866.0,920.0,934.0,940.0,940.0,946.0,960.0,961.0,966.0,967.0,967.0,968.0,969.0,969.0,969.0,969.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,707.0,675.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
