,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,551.0,1414.0,2413.0,3412.0,4226.0,4755.0,5754.0,6495.0,7494.0,8287.0,9286.0,10285.0,11284.0,12283.0,13282.0,14281.0,15280.0,16279.0,17278.0,18277.0,19276.0,20275.0
Episode reward,0.0,73.09836001732597,61.52757646466393,-38.40949725002244,-38.898034055636636,70.34321277826726,80.17594274986851,-36.28415941034307,72.83113448424248,-33.52748122000757,73.1660233869555,-36.095574237636924,-33.777775477770064,-32.31667307673326,-34.08578536934362,-35.11292825353558,-34.67073216749202,-34.80299308713616,-31.516154681792475,-33.0889882671368,-34.54965666365507,-33.41030469787924,-35.702532382242495
Episode feedback,0.8,0.4535519117421641,0.3526682130479487,0.2354709416478247,0.1653306611569833,0.11931119296517688,0.10795454525008609,0.07014028049084141,0.04864864858290723,0.03106212421737262,0.023989898959608714,0.0150300601051803,0.0100200400701202,0.012024048084144241,0.0030060120210360602,0.00400801602804808,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0
total seconds,0.0,37.461809158325195,93.89102125167847,153.47486805915833,209.43451833724976,253.2471261024475,281.711599111557,333.35438656806946,370.55538415908813,419.5223891735077,458.6066219806671,506.6454131603241,555.1950271129608,603.7905111312866,652.4771180152893,701.7682301998138,750.0667290687561,798.1941516399384,846.208057641983,893.5305480957031,940.9648134708405,988.0322043895721,1035.8383085727692
total minutes,0.0,0.6243634859720866,1.564850354194641,2.5579144676526386,3.4905753056208293,4.220785435040792,4.69519331852595,5.555906442801158,6.175923069318135,6.992039819558461,7.6434436996777855,8.444090219338735,9.25325045188268,10.063175185521443,10.874618633588154,11.696137169996897,12.501112151145936,13.30323586066564,14.103467627366383,14.892175801595052,15.682746891180674,16.467203406492867,17.263971809546153
cummulative feedback,0.0,249.0,553.0,788.0,953.0,1050.0,1107.0,1177.0,1213.0,1244.0,1263.0,1278.0,1288.0,1300.0,1303.0,1307.0,1308.0,1309.0,1310.0,1310.0,1310.0,1311.0,1311.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,549.0,862.0,998.0,998.0,813.0,528.0,998.0,740.0,998.0,792.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
