,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,619.0,1618.0,2617.0,3616.0,4615.0,5614.0,6613.0,7612.0,8611.0,9610.0,10609.0,11608.0,12607.0,13606.0,14605.0,15604.0,16603.0,17602.0,18601.0,19600.0
Episode reward,0.0,75.07161541430297,-45.318627499127565,-60.43403278068561,-54.67190382981126,-51.82211841930293,-63.266405741533994,-63.617818407745666,-58.000175327043536,-58.34648080679881,-50.0452778077529,-49.72111630627993,-52.466232402853706,-56.144459802819405,-56.14867870736349,-50.05950119092361,-48.17894873437353,-54.17398924305636,-53.588302058230134,-49.66283389899249,-56.99361684427671
Episode feedback,0.8,0.5024311175001116,0.3236472942648825,0.007014028049084141,0.10320641272223806,0.06813627247681736,0.012024048084144241,0.0100200400701202,0.012024048084144241,0.0030060120210360602,0.0050100200350601,0.0030060120210360602,0.0030060120210360602,0.00100200400701202,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,41.87031698226929,103.61885142326355,153.24854445457458,206.5006308555603,258.61959171295166,308.6762297153473,357.56634855270386,407.2488136291504,456.9767074584961,505.28765892982483,553.1359829902649,599.8068504333496,647.5284876823425,694.389166355133,742.982884645462,790.4245820045471,836.8906645774841,885.165876865387,933.7682933807373,982.9842894077301
total minutes,0.0,0.6978386163711547,1.7269808570543925,2.554142407576243,3.441677180926005,4.3103265285491945,5.144603828589122,5.959439142545064,6.787480227152506,7.616278457641601,8.421460982163747,9.218933049837748,9.996780840555827,10.792141461372376,11.573152772585551,12.383048077424368,13.173743033409119,13.94817774295807,14.752764614423116,15.562804889678954,16.383071490128835
cummulative feedback,0.0,310.0,633.0,640.0,743.0,811.0,823.0,833.0,845.0,848.0,853.0,856.0,859.0,860.0,860.0,861.0,862.0,862.0,862.0,862.0,862.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,617.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
