,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5922.0,6689.0,7108.0,7543.0,7879.0,8391.0,9390.0,9919.0,10285.0,11284.0,12069.0,12596.0,13036.0,13909.0,14545.0,15544.0,16325.0,17112.0,17472.0,18084.0,19037.0,19389.0,19742.0
Episode reward,0.0,-68.92087612134382,-40.82729267173684,-8.687302439604982,-65.66636563807353,-29.808736319195976,42.386562277932406,70.17009047657069,76.99403373730593,70.60174844223954,83.11013890655556,67.85120225645714,-58.76827022915583,61.408212187763844,83.61376744173536,-72.58839876602929,42.692230246790864,61.460645507764184,67.74430834658261,36.250585045149236,53.2806331559969,-72.95570401303942,42.81755197444926,42.551240135207095,73.11454409357992,55.2096850718404,30.407514193817377,74.06399960907864,73.87112641556803
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.9036819934845,87.24589776992798,131.4774694442749,175.69857358932495,219.66249012947083,260.2148551940918,294.7512776851654,313.3317265510559,333.33098101615906,349.1013925075531,372.5840232372284,416.1223785877228,439.73985028266907,456.830171585083,501.33281683921814,536.0481715202332,559.8958220481873,580.0138199329376,618.588794708252,646.0874841213226,689.9102096557617,723.5300395488739,760.413919210434,776.9518325328827,804.6795101165771,848.5235645771027,865.2502031326294,881.7810924053192
total minutes,0.0,0.715061366558075,1.4540982961654663,2.191291157404582,2.9283095598220825,3.6610415021578473,4.3369142532348635,4.912521294752756,5.222195442517599,5.5555163502693174,5.818356541792552,6.2097337206204735,6.935372976462046,7.328997504711151,7.613836193084717,8.355546947320303,8.934136192003885,9.331597034136454,9.666896998882294,10.309813245137532,10.768124735355377,11.498503494262696,12.058833992481231,12.6735653201739,12.949197208881378,13.411325168609618,14.142059409618378,14.420836718877156,14.696351540088653
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,925.0,766.0,418.0,434.0,335.0,511.0,998.0,528.0,365.0,998.0,784.0,526.0,439.0,872.0,635.0,998.0,780.0,786.0,359.0,611.0,952.0,351.0,352.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
