,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,522.0,1140.0,1634.0,2118.0,2660.0,3056.0,4055.0,5054.0,6053.0,7052.0,8051.0,9050.0,9970.0,10969.0,11615.0,12614.0,13613.0,14479.0,15073.0,16072.0,17071.0,17668.0,18667.0,19346.0,19831.0
Episode reward,0.0,74.59953038352691,69.64717821062729,75.68679588132134,75.84334358334571,74.28959995141969,81.12091992414659,-59.21662708244808,-41.48383616882865,-59.07456381565027,-62.4590789861881,-63.68352075907336,-66.03923646320703,45.15391502079002,-49.861536156860865,76.7239958902659,-38.47498730726572,-29.31996336104495,59.89991710169099,71.28284083734903,-44.99296141857405,-44.54139326936178,70.95365530919716,-44.55852191139906,68.11872227023976,76.75563735664734
Episode feedback,0.8,0.528846152829142,0.2593192864516705,0.1926977683718098,0.19875776356364852,0.13123844707719326,0.106329113654863,0.01903807613322838,0.0801603205609616,0.025050100175300502,0.0030060120210360602,0.007014028049084141,0.00400801602804808,0.0054406964032201344,0.0050100200350601,0.0015503875944955232,0.00400801602804808,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,35.91067409515381,72.86239767074585,101.13574862480164,128.7536268234253,158.41267323493958,179.9326615333557,229.37508153915405,281.2133367061615,329.9833257198334,376.3577651977539,422.9606394767761,469.057665348053,512.2351372241974,559.3232126235962,591.5169477462769,640.8152918815613,689.9952914714813,732.8716878890991,762.7787868976593,812.6311180591583,862.0117819309235,891.7990446090698,940.0111839771271,972.9178149700165,997.8239636421204
total minutes,0.0,0.5985112349192302,1.2143732945124308,1.6855958104133606,2.1458937803904217,2.640211220582326,2.998877692222595,3.8229180256525677,4.686888945102692,5.499722095330556,6.272629419962565,7.049343991279602,7.817627755800883,8.537252287069956,9.322053543726604,9.85861579577128,10.680254864692689,11.499921524524689,12.214528131484986,12.712979781627656,13.543851967652639,14.366863032182058,14.863317410151163,15.666853066285451,16.215296916166942,16.63039939403534
cummulative feedback,0.0,275.0,435.0,530.0,626.0,697.0,739.0,758.0,838.0,863.0,866.0,873.0,877.0,882.0,887.0,888.0,892.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,520.0,617.0,493.0,483.0,541.0,395.0,998.0,998.0,998.0,998.0,998.0,998.0,919.0,998.0,645.0,998.0,998.0,865.0,593.0,998.0,998.0,596.0,998.0,678.0,484.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
