,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12810.0,13809.0,14808.0,15807.0,16806.0,17575.0,18574.0,19573.0
Episode reward,0.0,-66.8337643080015,-70.25314369238254,-65.60318580814102,-70.13357902550692,-63.55362005767503,-63.22433736077982,-60.88047628765983,-60.133610794061184,-62.93378313779956,-61.806505519012376,-54.334144146175134,-55.96996905886141,51.77168078346984,-48.414434565487994,-65.1915922204014,-65.28603550891461,-59.79098564878491,61.41676979984336,-47.29190029944361,-47.837486241187115
Episode feedback,0.8,0.01703406811920434,0.0060120240420721205,0.08917835662406978,0.04408817630852888,0.03807615226645676,0.026052104182312522,0.01803607212621636,0.01803607212621636,0.0030060120210360602,0.0030060120210360602,0.00200400801402404,0.00400801602804808,0.0012195121936347411,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,48.81667232513428,98.54804992675781,157.6242253780365,212.80766582489014,268.5118157863617,318.4408371448517,365.5813789367676,412.8169689178467,461.3711042404175,510.69800567626953,560.4094996452332,609.950798034668,651.3187646865845,701.2541279792786,751.0973646640778,801.049304485321,851.3002400398254,890.0733480453491,940.0416715145111,989.9489963054657
total minutes,0.0,0.8136112054189046,1.6424674987792969,2.6270704229672748,3.5467944304148356,4.475196929772695,5.307347285747528,6.09302298227946,6.880282815297445,7.689518404006958,8.511633427937825,9.340158327420552,10.165846633911134,10.855312744776407,11.687568799654644,12.518289411067963,13.350821741422017,14.18833733399709,14.834555800755819,15.667361191908519,16.499149938424427
cummulative feedback,0.0,17.0,23.0,112.0,156.0,194.0,220.0,238.0,256.0,259.0,262.0,264.0,268.0,269.0,270.0,270.0,270.0,271.0,271.0,271.0,271.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,820.0,998.0,998.0,998.0,998.0,768.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
