,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,869.0,1130.0,1474.0,1725.0,2099.0,2566.0,3565.0,4176.0,5033.0,6032.0,7031.0,8030.0,9029.0,10028.0,11027.0,12026.0,13025.0,14024.0,14888.0,15887.0,16788.0,17787.0,18786.0,19785.0,20784.0
Episode reward,0.0,54.41291708011176,87.13667079254876,83.51073408745582,88.91983797559753,83.68465819476766,79.57433768808212,-42.638026329315494,77.04835894291371,67.03983550721813,-36.30336825962495,-34.60964806099793,-36.66037383112664,-36.018190455316756,-33.11045774909573,-33.30845536389154,-32.79660389350412,-33.57790471832644,-31.30922686153071,71.26747505668013,-34.7652369569482,67.59281295289509,-30.20141003292553,-37.05732834619316,-33.28593752683593,-34.419319286983594
Episode feedback,0.8,0.3610149938165917,0.3115384603402367,0.24489795846968526,0.27999999888,0.23056300206283378,0.21673819695978927,0.15230460906582705,0.12131147521096479,0.11799065406776793,0.04108216428749282,0.03907815627346878,0.01903807613322838,0.012024048084144241,0.007014028049084141,0.00200400801402404,0.0030060120210360602,0.00100200400701202,0.0050100200350601,0.0011587485502216124,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,62.457324743270874,82.06114673614502,106.02618885040283,124.13693022727966,148.25140690803528,178.49544763565063,236.4760775566101,270.7073435783386,318.3376262187958,369.0133616924286,419.53292751312256,470.36427760124207,524.0242459774017,576.1849129199982,627.3096642494202,679.2934124469757,729.6771340370178,779.1933195590973,821.4351043701172,870.6176884174347,915.5790119171143,964.5407419204712,1013.136860370636,1061.6968622207642,1110.4021701812744
total minutes,0.0,1.040955412387848,1.3676857789357504,1.7671031475067138,2.0689488371213276,2.4708567818005878,2.9749241272608438,3.941267959276835,4.511789059638977,5.3056271036465965,6.1502226948738095,6.992215458552042,7.839404626687368,8.733737432956696,9.60308188199997,10.455161070823669,11.321556874116261,12.161285567283631,12.986555325984956,13.690585072835287,14.510294806957244,15.259650198618571,16.07567903200785,16.8856143395106,17.694947703679404,18.506702836354574
cummulative feedback,0.0,313.0,394.0,478.0,548.0,634.0,735.0,887.0,961.0,1062.0,1103.0,1142.0,1161.0,1173.0,1180.0,1182.0,1185.0,1186.0,1191.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,867.0,260.0,343.0,250.0,373.0,466.0,998.0,610.0,856.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,863.0,998.0,900.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
