,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Accumulated time steps,0.0,881.0,1316.0,1640.0,2054.0,2849.0,3289.0,3694.0,3929.0,4253.0,4492.0,4838.0,5080.0,5327.0,5575.0,5835.0,5994.0,6257.0,6528.0,6784.0,7050.0,7302.0,7564.0,7724.0,8079.0,8445.0,8802.0,9156.0,9398.0,9733.0,9926.0,10088.0,10452.0,10728.0,11055.0,11408.0,11673.0,11826.0,11981.0,12312.0,12777.0,13057.0,13392.0,13651.0,14084.0,14347.0,14769.0,15015.0,15187.0,15436.0
Episode reward,0.0,60.95558626207236,85.18962763959894,82.70419463657355,82.78829528164356,70.17273385020873,72.49369169980675,88.06863217291371,86.91323923472856,83.43085645418688,87.88456779518873,88.1573551018502,85.44032674168079,88.5093264886826,88.53479641952347,88.65341682728518,90.30600869366073,89.0790183834021,83.55577842368773,86.60045512102003,84.58571956374998,87.06361712818426,85.50090598177644,90.9618231674686,81.02752634924576,79.33837433773807,80.55383361123279,82.234589431215,85.26535059914455,79.37739518235978,86.06298284601715,91.48925550737462,81.00591919147519,84.08378416089856,76.72706444121873,79.47575868178762,83.59210165676129,90.93529954116121,90.6992670156982,81.15069351026338,79.03404247489419,82.6026016904915,80.32927507733272,84.66934239356414,74.54059629434298,84.27361320410144,75.22081532701962,85.93558185587969,91.2681829899327,85.88925353824253
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,37.58251714706421,57.395548820495605,72.56457710266113,91.05010604858398,127.11185812950134,146.6858367919922,165.41919779777527,176.56297516822815,191.14283323287964,202.65522003173828,219.29632115364075,231.11591291427612,243.61937141418457,256.1717405319214,268.64112305641174,276.58884859085083,288.97516536712646,302.4767572879791,315.26655888557434,328.2945740222931,340.78821420669556,353.6219971179962,361.692170381546,377.7344799041748,394.6339123249054,410.40068435668945,425.92325353622437,436.8157663345337,451.8203315734863,460.8273847103119,468.55593514442444,484.3100392818451,496.4943106174469,510.7310588359833,526.1186349391937,537.8852438926697,545.2062840461731,552.4377365112305,566.8612985610962,586.9782741069794,599.3924293518066,613.9952540397644,625.5332450866699,644.2038707733154,655.9167935848236,674.3225903511047,685.6091644763947,693.6188621520996,704.6284573078156
total minutes,0.0,0.6263752857844035,0.9565924803415934,1.2094096183776855,1.5175017674763998,2.1185309688250222,2.444763946533203,2.7569866299629213,2.9427162528038027,3.1857138872146606,3.377587000528971,3.6549386858940123,3.8519318819046022,4.060322856903076,4.269529008865357,4.477352050940196,4.609814143180847,4.816252756118774,5.041279288132985,5.254442648092906,5.4715762337048846,5.679803570111592,5.893699951966604,6.028202839692434,6.29557466506958,6.577231872081756,6.840011405944824,7.098720892270406,7.280262772242228,7.530338859558105,7.680456411838532,7.809265585740407,8.071833988030752,8.274905176957448,8.512184313933055,8.768643915653229,8.964754064877829,9.086771400769551,9.207295608520507,9.447688309351603,9.782971235116323,9.989873822530111,10.233254233996073,10.425554084777833,10.736731179555257,10.93194655974706,11.238709839185079,11.426819407939911,11.56031436920166,11.743807621796925
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,879.0,434.0,323.0,413.0,794.0,439.0,404.0,234.0,323.0,238.0,345.0,241.0,246.0,247.0,259.0,158.0,262.0,270.0,255.0,265.0,251.0,261.0,159.0,354.0,365.0,356.0,353.0,241.0,334.0,192.0,161.0,363.0,275.0,326.0,352.0,264.0,152.0,154.0,330.0,464.0,279.0,334.0,258.0,432.0,262.0,421.0,245.0,171.0,248.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
