,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,1000.0,1864.0,2202.0,2699.0,3149.0,3493.0,3817.0,4816.0,5186.0,5916.0,6396.0,6807.0,7806.0,8621.0,9090.0,10089.0,11066.0,12065.0,13064.0,14063.0,15062.0,16061.0,17060.0,18059.0,19058.0,20057.0
Episode reward,0.0,-72.77089112633973,52.941177165365545,82.34161395380694,75.61916298867234,78.54884032453039,84.52362408893973,83.72589471775153,-41.84710970025065,81.35514708084716,70.64156065773284,82.27878761196331,85.49612931563689,-39.46457738133656,69.94074824954396,81.13331872877546,-41.29914125324743,60.547934318125535,-40.50491078852001,-42.53911277692152,-40.972290087087806,-38.58715749548805,-36.8430522278229,-40.1314235132807,-38.26700126125339,-38.11228822725039,-44.11216926072304
Episode feedback,0.8,0.00901803606310818,0.25608342959897634,0.18991097866495257,0.2056451608757154,0.14699331815814407,0.16326530564645683,0.1517027859080409,0.10721442875028614,0.08401083988072944,0.049382715981642365,0.05219206669688504,0.051219512070196316,0.028056112196336563,0.0184275184048802,0.017094017057491417,0.0150300601051803,0.0061475409773078474,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.00200400801402404,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,44.79246664047241,97.40627598762512,118.03213596343994,149.1493752002716,175.42047429084778,196.2946617603302,215.4564459323883,268.7294225692749,289.04307889938354,327.44768500328064,353.5429563522339,375.0790150165558,424.37787318229675,464.1943578720093,487.5158886909485,535.658627986908,582.5281369686127,630.4222621917725,677.9338953495026,725.6450860500336,773.219822883606,821.1446573734283,868.8412480354309,916.2259542942047,964.1589703559875,1012.1396851539612
total minutes,0.0,0.7465411106745402,1.6234379331270854,1.9672022660573323,2.485822920004527,2.9236745715141295,3.271577696005503,3.590940765539805,4.478823709487915,4.817384648323059,5.457461416721344,5.892382605870565,6.251316916942597,7.072964553038279,7.736572631200155,8.125264811515809,8.9276437997818,9.708802282810211,10.507037703196207,11.298898255825042,12.09408476750056,12.886997048060099,13.685744289557139,14.480687467257182,15.270432571570078,16.06931617259979,16.86899475256602
cummulative feedback,0.0,9.0,230.0,294.0,396.0,462.0,518.0,567.0,674.0,705.0,741.0,766.0,787.0,815.0,830.0,838.0,853.0,859.0,861.0,863.0,864.0,866.0,866.0,867.0,867.0,867.0,867.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,863.0,337.0,496.0,449.0,343.0,323.0,998.0,369.0,729.0,479.0,410.0,998.0,814.0,468.0,998.0,976.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
