,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8620.0,9309.0,9685.0,10684.0,11125.0,11464.0,12155.0,12889.0,13247.0,13606.0,14152.0,14665.0,15352.0,15955.0,16292.0,16719.0,17404.0,17927.0,18542.0,19141.0,19491.0
Episode reward,0.0,-74.60876781110767,-75.30159907745735,-69.41903710169838,-63.342411021690026,-69.62319181528616,-52.50965386104178,-50.39642941442906,-68.4244193529464,55.011524874560465,56.68055514036188,79.3412995365684,-54.766999462658944,75.19292949570412,79.60723499578756,58.59147002765401,70.07115169042851,86.1944083626889,77.57814173506405,66.39962426427684,70.51601272366341,59.81826608685795,65.30421431353949,80.49548401331415,74.92267135255588,60.59200306495245,69.80080686452511,63.35974958561265,65.0371385416359,79.60144991412946
Episode feedback,0.8,0.007014028049084141,0.00400801602804808,0.01603206411219232,0.01703406811920434,0.0030060120210360602,0.0450901803155409,0.03106212421737262,0.007014028049084141,0.014376996782145372,0.010174418589862764,0.0026666666595555554,0.00400801602804808,0.004545454535123967,0.0,0.0,0.0013642564783570854,0.002801120440332996,0.0,0.003669724763908762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,46.613115072250366,96.38169765472412,145.36251544952393,195.01972270011902,244.28902339935303,295.13260412216187,345.59033584594727,395.7339792251587,427.70270681381226,462.59648299217224,482.03184700012207,532.4217517375946,555.2065646648407,572.8464620113373,607.8468263149261,645.1371512413025,663.8666167259216,682.2593138217926,708.7097008228302,734.6051640510559,769.3074407577515,799.6317398548126,817.0347831249237,838.3477363586426,871.1060569286346,895.9848132133484,925.2183737754822,953.4149465560913,970.7391402721405
total minutes,0.0,0.7768852512041727,1.6063616275787354,2.422708590825399,3.2503287116686503,4.07148372332255,4.9188767353693645,5.759838930765787,6.595566320419311,7.128378446896871,7.709941383202871,8.0338641166687,8.873695862293243,9.253442744414011,9.547441033522288,10.130780438582102,10.752285854021709,11.064443612098694,11.370988563696544,11.81182834704717,12.243419400850932,12.821790679295857,13.327195664246878,13.617246385415395,13.972462272644043,14.518434282143911,14.933080220222473,15.42030622959137,15.890249109268188,16.17898567120234
cummulative feedback,0.0,7.0,11.0,27.0,44.0,47.0,92.0,123.0,130.0,139.0,146.0,147.0,151.0,153.0,153.0,153.0,154.0,155.0,155.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,626.0,688.0,375.0,998.0,440.0,338.0,690.0,733.0,357.0,358.0,545.0,512.0,686.0,602.0,336.0,426.0,684.0,522.0,614.0,598.0,349.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
