,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,437.0,964.0,1310.0,1744.0,2177.0,2798.0,3060.0,4002.0,4257.0,5023.0,6022.0,7021.0,7736.0,8735.0,9734.0,10686.0,11685.0,12684.0,13683.0,14347.0,15346.0,16345.0,17344.0,18343.0,19342.0,20261.0
Episode reward,0.0,81.41309469669994,79.43378486684283,84.38324016665017,82.29999115634864,79.19603312106062,73.88075345105183,88.49180591718499,58.88885785440983,89.00647873614074,71.07856472767521,-40.74795780259034,-43.908227657008304,69.56785545008948,-44.499014742334644,-40.72937949362278,62.46812184180868,-40.40244472077889,-39.22276839446756,-40.61758522623874,69.67990272552453,-38.813695148439166,-40.15147181765309,-42.30812111462536,-40.17566838394035,-44.60714924890426,63.96324841127037
Episode feedback,0.8,0.4965517229964328,0.4125475277327994,0.2695652166099559,0.27713625802047054,0.19444444399434158,0.20483870934703435,0.15325670439365247,0.13390010612763006,0.12598425147250294,0.08104575152804477,0.05811623240669716,0.03406813623840868,0.02801120444256134,0.014028056098168281,0.01102204407713222,0.005257623548625002,0.0060120240420721205,0.0030060120210360602,0.0,0.0,0.00100200400701202,0.0030060120210360602,0.0,0.0,0.0,0.0
total seconds,0.0,32.2076952457428,72.40410709381104,96.05991697311401,125.04744791984558,151.94911408424377,189.99330592155457,206.0575292110443,259.01984667778015,273.93893575668335,314.89595079421997,367.10528683662415,418.08044600486755,454.5546519756317,503.770920753479,553.2085175514221,600.3337292671204,650.3033223152161,702.1079981327057,752.0351204872131,785.5885512828827,834.9634301662445,884.2119083404541,933.404079914093,983.05996966362,1032.3607025146484,1077.4606955051422
total minutes,0.0,0.53679492076238,1.206735118230184,1.600998616218567,2.0841241319974264,2.532485234737396,3.166555098692576,3.434292153517405,4.316997444629669,4.565648929278056,5.248265846570333,6.118421447277069,6.968007433414459,7.575910866260529,8.396182012557983,9.220141959190368,10.005562154452006,10.838388705253601,11.701799968878428,12.533918674786886,13.093142521381377,13.916057169437408,14.736865139007568,15.556734665234883,16.384332827727,17.206011708577474,17.957678258419037
cummulative feedback,0.0,216.0,433.0,526.0,646.0,730.0,857.0,897.0,1023.0,1055.0,1117.0,1175.0,1209.0,1229.0,1243.0,1254.0,1259.0,1265.0,1268.0,1268.0,1268.0,1269.0,1272.0,1272.0,1272.0,1272.0,1272.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,435.0,526.0,345.0,433.0,432.0,620.0,261.0,941.0,254.0,765.0,998.0,998.0,714.0,998.0,998.0,951.0,998.0,998.0,998.0,663.0,998.0,998.0,998.0,998.0,998.0,918.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
