,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,795.0,1158.0,1858.0,2803.0,3318.0,4317.0,5316.0,6157.0,7156.0,8155.0,9154.0,10077.0,11076.0,12075.0,13074.0,14073.0,15072.0,16071.0,17070.0,18069.0,19068.0,20067.0
Episode reward,0.0,58.682134825626235,83.6924989922199,71.67897743218555,61.05708628829649,79.40994335512434,-38.93964531842524,-34.48510861680428,69.05330405910274,-34.11221809561943,-31.252584739918948,-33.02337519446084,68.47386825943607,-33.78510898871609,-31.513463567092444,-30.617037319204563,-32.48863279159529,-32.74242287281631,-33.66957457607459,-30.831028719910126,-32.91359884516834,-31.574272296506052,-33.07499447652499
Episode feedback,0.8,0.3871374522230297,0.39502762321815577,0.288984262819765,0.22033898281743752,0.18287937707611016,0.12825651289753856,0.06713426846980534,0.05357142850765306,0.03907815627346878,0.02104208414725242,0.01703406811920434,0.00867678957844166,0.00901803606310818,0.0030060120210360602,0.00100200400701202,0.00100200400701202,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,59.156914710998535,86.35573601722717,131.41095733642578,188.63308143615723,218.95955419540405,273.5326223373413,327.8734610080719,371.4639892578125,421.0292389392853,469.5907208919525,517.9233331680298,562.3394675254822,610.6611063480377,658.4826717376709,705.8566625118256,753.5781729221344,801.4411718845367,849.4743239879608,897.1865582466125,944.5833280086517,992.2330639362335,1039.6799652576447
total minutes,0.0,0.9859485785166423,1.4392622669537862,2.190182622273763,3.1438846906026203,3.649325903256734,4.558877038955688,5.464557683467865,6.191066487630208,7.017153982321421,7.826512014865875,8.632055552800496,9.372324458758037,10.177685105800629,10.97471119562785,11.764277708530425,12.559636215368906,13.357352864742278,14.157905399799347,14.953109304110209,15.743055466810862,16.53721773227056,17.327999420960744
cummulative feedback,0.0,307.0,450.0,652.0,860.0,954.0,1082.0,1149.0,1194.0,1233.0,1254.0,1271.0,1279.0,1288.0,1291.0,1292.0,1293.0,1295.0,1296.0,1297.0,1297.0,1297.0,1297.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,793.0,362.0,699.0,944.0,514.0,998.0,998.0,840.0,998.0,998.0,998.0,922.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
