,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,779.0,1127.0,1374.0,2373.0,3227.0,3829.0,4828.0,5827.0,6826.0,7825.0,8824.0,9823.0,10822.0,11821.0,12820.0,13819.0,14818.0,15817.0,16816.0,17815.0,18814.0,19813.0,20812.0
Episode reward,0.0,61.304112467763055,83.8749816376855,89.18117958660022,-39.3272587655473,66.98586299540911,77.4280701356706,-33.13448942854263,66.39342706256494,-30.994832889113553,-32.43626745788437,-29.840262295430755,-27.948921813280904,-29.59725680750505,-28.296777516041484,-29.571940784484937,-28.77861527051914,-26.453421438777163,-27.029587861034322,-27.24576848591183,-33.60274897568324,-28.293711350584946,-32.14398253606848,-30.57255818484246
Episode feedback,0.8,0.37709137660606,0.32564841404712275,0.2845528443717364,0.2444889777109329,0.18522860470664876,0.17470881834491045,0.07715430853992554,0.07214428850486544,0.050100200350601004,0.027054108189324542,0.01803607212621636,0.0050100200350601,0.00801603205609616,0.0050100200350601,0.0,0.0,0.0030060120210360602,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,50.254152059555054,72.84136962890625,88.57512760162354,148.80467343330383,197.1789059638977,231.60338711738586,283.16897535324097,334.2651300430298,384.1570842266083,432.8388752937317,481.29456186294556,529.6957664489746,578.1548705101013,625.9958510398865,673.4087841510773,721.1831793785095,768.7925460338593,816.5349884033203,864.5219507217407,913.1315145492554,961.8069100379944,1009.9090168476105,1058.2642805576324
total minutes,0.0,0.8375692009925843,1.2140228271484375,1.4762521266937256,2.480077890555064,3.286315099398295,3.860056451956431,4.7194829225540165,5.571085500717163,6.402618070443471,7.213981254895528,8.021576031049092,8.828262774149577,9.635914508501688,10.433264183998109,11.223479735851289,12.019719656308492,12.81320910056432,13.608916473388671,14.408699178695679,15.218858575820922,16.030115167299908,16.831816947460176,17.637738009293873
cummulative feedback,0.0,293.0,406.0,476.0,720.0,878.0,983.0,1060.0,1132.0,1182.0,1209.0,1227.0,1232.0,1240.0,1245.0,1245.0,1245.0,1248.0,1248.0,1249.0,1250.0,1250.0,1250.0,1250.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,777.0,347.0,246.0,998.0,853.0,601.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
