,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,538.0,902.0,1643.0,1998.0,2262.0,2691.0,3152.0,3749.0,4527.0,4963.0,5962.0,6550.0,6924.0,7923.0,8712.0,9549.0,10475.0,11305.0,11793.0,12446.0,13221.0,13853.0,14459.0,15070.0,15930.0,16540.0,16841.0,17406.0,18267.0,19266.0,19914.0,20867.0
Episode reward,0.0,73.62851130337833,83.83057324246438,65.54369767389849,84.81972798292657,87.35802460214249,80.9177362537756,81.98935446521006,78.04154422159615,71.82279136392901,82.7750775150768,-33.104127281382674,86.32575069446807,90.81475780346646,-33.93640271138096,65.05689001229968,76.259854667583,69.27587706682084,80.97697054472431,83.01760221860467,79.90284917644276,80.3903580106404,77.34035219027174,83.28349753370232,86.11461408901734,76.51999367126041,82.98100374446133,90.39661641990492,83.76168874443162,79.70882974596344,-30.553688593475783,81.52682163978822,80.18038692266074
Episode feedback,0.8,0.39365671568347627,0.377410467279861,0.21216216187545653,0.19209039493759775,0.2091254744900172,0.15887850430168574,0.1586956518289225,0.10738255015539841,0.09523809511552368,0.08045976992997754,0.054108216378649085,0.049403747786365,0.013404825701327545,0.02204408815426444,0.017766497439382616,0.014354066968475996,0.010810810799123449,0.004825090464625946,0.0,0.0,0.00129198966241345,0.004754358154113537,0.0,0.0,0.0011641443525446514,0.0,0.0033333333222222224,0.0,0.0,0.0,0.0015455950517069628,0.0
total seconds,0.0,38.27938985824585,64.62925887107849,114.68266415596008,138.6389479637146,155.59265089035034,181.840726852417,209.23150324821472,242.05255365371704,283.69571590423584,307.58161306381226,363.6558258533478,393.5405251979828,412.4036133289337,461.07752108573914,500.0336935520172,540.3256278038025,584.894434928894,625.1386263370514,649.092714548111,680.5457599163055,717.7095229625702,748.517608165741,777.7120656967163,807.0135102272034,848.3432359695435,877.7750687599182,892.877628326416,920.3227953910828,961.5923426151276,1009.1156561374664,1040.3385767936707,1086.172158241272
total minutes,0.0,0.6379898309707641,1.077154314517975,1.911377735932668,2.3106491327285767,2.5932108481725056,3.0306787808736164,3.4871917208035788,4.03420922756195,4.728261931737264,5.126360217730205,6.06093043088913,6.559008753299713,6.873393555482228,7.684625351428986,8.33389489253362,9.005427130063374,9.748240582148235,10.418977105617524,10.818211909135183,11.342429331938426,11.961825382709502,12.475293469429015,12.961867761611938,13.45022517045339,14.139053932825725,14.629584479331971,14.881293805440267,15.338713256518046,16.02653904358546,16.818594268957774,17.33897627989451,18.1028693040212
cummulative feedback,0.0,211.0,348.0,505.0,573.0,628.0,696.0,769.0,833.0,907.0,942.0,996.0,1025.0,1030.0,1052.0,1066.0,1078.0,1088.0,1092.0,1092.0,1092.0,1093.0,1096.0,1096.0,1096.0,1097.0,1097.0,1098.0,1098.0,1098.0,1098.0,1099.0,1099.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,536.0,363.0,740.0,354.0,263.0,428.0,460.0,596.0,777.0,435.0,998.0,587.0,373.0,998.0,788.0,836.0,925.0,829.0,487.0,652.0,774.0,631.0,605.0,610.0,859.0,609.0,300.0,564.0,860.0,998.0,647.0,952.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
