,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,1000.0,1999.0,2424.0,2728.0,3698.0,4126.0,4786.0,5287.0,5647.0,6244.0,6911.0,7647.0,8470.0,9469.0,10445.0,11085.0,12084.0,13083.0,14082.0,15081.0,16080.0,16883.0,17639.0,18447.0,19446.0,20445.0
Episode reward,0.0,-67.86343593573724,-57.63893420584603,76.61132050040096,82.316611519497,51.52614495553834,76.50391317859815,67.21473704600407,74.88464998705054,82.44366003577917,68.90470419165275,68.75608503576899,66.56942136181783,63.72536031904229,-49.46465172309334,51.6671618295715,70.40484512728821,-48.882533960162625,-47.35217764941112,-48.21729344447806,-47.147407708231526,-46.34176438115327,61.28140796726472,69.08540611784176,62.19152724741548,-47.575624959130465,-46.102997394833245
Episode feedback,0.8,0.01703406811920434,0.23346693363380067,0.20047169764039693,0.13201320088444488,0.13622291007613735,0.09601873513812943,0.08194233674970813,0.071999999856,0.06406685218922882,0.0486577180391649,0.04804804797590383,0.03673469382757184,0.015815085138911087,0.00901803606310818,0.014358974344247205,0.007824726122340022,0.0,0.00100200400701202,0.0,0.00200400801402404,0.00200400801402404,0.0,0.0,0.0,0.00100200400701202,0.0
total seconds,0.0,46.141414165496826,110.09901928901672,136.6855595111847,154.53983545303345,209.27825736999512,233.24972367286682,269.20947909355164,296.4543333053589,316.2190532684326,347.7278575897217,382.83712458610535,421.1278073787689,462.66338658332825,513.9027729034424,563.2673287391663,595.6889064311981,645.1335015296936,694.4971725940704,743.7948687076569,792.9398469924927,841.920250415802,881.3485376834869,918.4528572559357,958.3997347354889,1007.374046087265,1056.3165757656097
total minutes,0.0,0.7690235694249471,1.8349836548169454,2.278092658519745,2.575663924217224,3.4879709561665853,3.88749539454778,4.486824651559194,4.940905555089315,5.270317554473877,5.795464293162028,6.380618743101755,7.0187967896461485,7.711056443055471,8.565046215057373,9.387788812319437,9.92814844051997,10.752225025494893,11.57495287656784,12.396581145127614,13.215664116541545,14.0320041735967,14.689142294724782,15.307547620932262,15.973328912258149,16.78956743478775,17.605276262760164
cummulative feedback,0.0,17.0,250.0,335.0,375.0,507.0,548.0,602.0,638.0,661.0,690.0,722.0,749.0,762.0,771.0,785.0,790.0,790.0,791.0,791.0,793.0,795.0,795.0,795.0,795.0,796.0,796.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,424.0,303.0,969.0,427.0,659.0,500.0,359.0,596.0,666.0,735.0,822.0,998.0,975.0,639.0,998.0,998.0,998.0,998.0,998.0,802.0,755.0,807.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
