,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,466.0,1073.0,2008.0,2710.0,3709.0,4708.0,5707.0,6706.0,7705.0,8704.0,9703.0,10702.0,11701.0,12700.0,13699.0,14698.0,15697.0,16696.0,17695.0,18694.0,19693.0,20692.0
Episode reward,0.0,81.4717159333734,80.82160968805006,71.02175889451038,76.30756029692486,-25.551496683895856,-27.928204319804788,-29.126674708268517,-28.516365298328974,-26.563760142356564,-27.038778962745084,-28.541575808608776,-27.986730385419204,-26.626008256365882,-27.501949391571813,-26.69217530005168,-25.62264866732303,-27.863455306303926,-26.938359052572846,-27.540298709725533,-27.329285160724993,-26.790831872434186,-26.40685109010711
Episode feedback,0.8,0.4655172403760404,0.39768976832064395,0.310492505020886,0.22539229639744324,0.1793587172551516,0.10621242474327412,0.0551102203856611,0.03607214425243272,0.024048096168288482,0.01603206411219232,0.0100200400701202,0.0060120240420721205,0.0050100200350601,0.00400801602804808,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,33.02423906326294,77.06267023086548,137.65676355361938,179.03256940841675,235.70994758605957,288.1831953525543,338.0909481048584,387.49740290641785,436.3770716190338,484.7426769733429,533.0886297225952,581.2644546031952,630.4560396671295,679.4895212650299,727.5858724117279,776.0487234592438,823.9616277217865,871.9348516464233,919.8069515228271,967.4651880264282,1014.9524168968201,1062.7808084487915
total minutes,0.0,0.5504039843877157,1.2843778371810912,2.294279392560323,2.9838761568069456,3.928499126434326,4.803053255875906,5.634849135080973,6.458290048440298,7.272951193650564,8.079044616222381,8.884810495376588,9.687740910053254,10.507600661118826,11.324825354417165,12.126431206862131,12.934145390987396,13.732693795363108,14.532247527440388,15.330115858713786,16.12441980044047,16.915873614947,17.713013474146525
cummulative feedback,0.0,216.0,457.0,747.0,905.0,1084.0,1190.0,1245.0,1281.0,1305.0,1321.0,1331.0,1337.0,1342.0,1346.0,1348.0,1349.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,464.0,606.0,934.0,701.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
