,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,1000.0,1999.0,2760.0,3759.0,4758.0,5757.0,6756.0,7755.0,8754.0,9753.0,10752.0,11423.0,12389.0,13388.0,14387.0,15333.0,15917.0,16596.0,17274.0,17960.0,18959.0,19958.0
Episode reward,0.0,-51.16307654537734,-66.00894191317674,62.12273946173872,-53.979731448025035,-63.60592433275333,-60.64611758188392,-63.51156941757924,-65.80257430946877,-60.66033998289839,-52.348527227275824,-54.9961745041074,54.81667145711116,39.73161393898624,-59.94645176185719,-65.98005538492546,45.00301231356504,67.57402115764864,62.278318325970844,62.41203837089985,62.02749769112884,-55.037850228571266,-55.07488423525437
Episode feedback,0.8,0.3937875747557239,0.00100200400701202,0.16184210505020777,0.11122244477833422,0.00200400801402404,0.04408817630852888,0.0050100200350601,0.007014028049084141,0.01603206411219232,0.01102204407713222,0.0050100200350601,0.0,0.001036269428977959,0.00100200400701202,0.0,0.0010582010570812687,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,63.913532733917236,112.91154766082764,154.86976385116577,207.98071002960205,257.39430260658264,307.53998255729675,356.6355104446411,406.36424708366394,455.46906089782715,504.3290059566498,553.061007976532,586.0691092014313,633.5516712665558,680.3824503421783,727.4898915290833,773.1718983650208,801.9798536300659,835.8449954986572,869.8319962024689,904.0415399074554,952.1923768520355,1001.478981256485
total minutes,0.0,1.0652255455652873,1.8818591276804606,2.5811627308527627,3.4663451671600343,4.289905043443044,5.125666375954946,5.943925174077352,6.772737451394399,7.591151014963786,8.40548343261083,9.217683466275533,9.76781848669052,10.559194521109264,11.339707505702972,12.124831525484721,12.88619830608368,13.366330893834432,13.93074992497762,14.497199936707814,15.06735899845759,15.869872947533926,16.69131635427475
cummulative feedback,0.0,393.0,394.0,517.0,628.0,630.0,674.0,679.0,686.0,702.0,713.0,718.0,718.0,719.0,720.0,720.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,760.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,670.0,965.0,998.0,998.0,945.0,583.0,678.0,677.0,685.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
