,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,1000.0,1999.0,2618.0,2973.0,3339.0,4050.0,5049.0,6048.0,7047.0,8046.0,9045.0,10016.0,11015.0,12014.0,13013.0,14012.0,15011.0,16010.0,17009.0,18008.0,19007.0,20006.0
Episode reward,0.0,-66.86950492333818,-53.791682806077,69.10627184368602,83.43986875002565,82.63253537813796,67.42698613146047,-43.55648386689031,-41.66450723620936,-42.64416224761623,-42.25023422859721,-43.29436088740211,58.91178120566128,-41.7081383948974,-42.0678259792561,-41.86440384716722,-42.07791870750518,-42.87569377397806,-40.86214593568282,-38.56418444667845,-41.09763043221413,-42.27843667448662,-40.897258248023675
Episode feedback,0.8,0.0100200400701202,0.2645290578511733,0.16504854342225156,0.18644067743943313,0.13698630099455808,0.11408450688157112,0.08416833658900968,0.054108216378649085,0.03106212421737262,0.026052104182312522,0.014028056098168281,0.010309278339887342,0.00400801602804808,0.0030060120210360602,0.00200400801402404,0.00200400801402404,0.0,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,44.57138705253601,105.31086373329163,141.0044767856598,162.12997198104858,182.83382058143616,222.19910764694214,274.3795762062073,326.6365339756012,377.7578773498535,427.4887180328369,476.5453941822052,523.4606125354767,571.6129169464111,619.295725107193,666.8381445407867,714.881617307663,763.0395932197571,810.9235150814056,858.9321012496948,906.631007194519,954.337904214859,1001.6495637893677
total minutes,0.0,0.7428564508756001,1.7551810622215271,2.3500746130943297,2.702166199684143,3.047230343023936,3.703318460782369,4.572992936770121,5.443942232926687,6.295964622497559,7.124811967213948,7.942423236370087,8.724343542257945,9.526881949106853,10.321595418453217,11.11396907567978,11.914693621794383,12.717326553662618,13.515391918023427,14.315535020828246,15.110516786575317,15.905631736914318,16.69415939648946
cummulative feedback,0.0,10.0,274.0,376.0,442.0,492.0,573.0,657.0,711.0,742.0,768.0,782.0,792.0,796.0,799.0,801.0,803.0,803.0,805.0,806.0,806.0,806.0,806.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,618.0,354.0,365.0,710.0,998.0,998.0,998.0,998.0,998.0,970.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
