,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,600.0,1151.0,1317.0,1760.0,2295.0,2738.0,3617.0,4616.0,5615.0,6171.0,6759.0,6978.0,7216.0,7459.0,7857.0,8292.0,9291.0,10290.0,11242.0,11709.0,12098.0,13097.0,14096.0,15095.0,16094.0,16836.0,17468.0,18439.0,19309.0,20109.0
Episode reward,0.0,73.68149506036312,74.06401013438851,91.5917308505118,80.3424341220489,75.42035823057707,79.77710709291716,62.932899421470246,-47.55775191450949,-38.26466814488072,73.8731302032491,78.51357959466668,93.44208194969022,89.23191660921161,91.92790332658566,86.86609859476208,87.15652153087369,-30.426809806229752,-33.4906799703525,70.52544857234375,81.54087503493938,88.53647620664955,-34.05948866930184,-30.99109922738224,-37.9930369045668,-30.347119292761533,78.23618900022308,79.98376268036452,69.37927505458009,67.72940524458794,69.0973158248712
Episode feedback,0.8,0.4448160527678661,0.2599999995272727,0.2787878770982553,0.23755656054851457,0.17041198469960303,0.19004524843881165,0.11275626410847805,0.07915831655394959,0.07114228449785343,0.02702702697832968,0.03577512770736776,0.027522935653564517,0.025316455589382045,0.03305785110306673,0.015113350087875692,0.016129032220900848,0.00901803606310818,0.007014028049084141,0.005257623548625002,0.006437768226528394,0.0025773195809862897,0.00100200400701202,0.00200400801402404,0.0030060120210360602,0.00100200400701202,0.0013495276634959141,0.0,0.0,0.0,0.0
total seconds,0.0,41.552729845047,79.32307243347168,92.44860482215881,122.62911009788513,155.2778558731079,181.92130947113037,231.1895136833191,283.997447013855,335.7142479419708,363.54233980178833,393.29130125045776,404.7940089702606,417.3743984699249,430.1600749492645,449.9956953525543,471.70274353027344,519.7405872344971,567.6378426551819,613.3271236419678,636.1333990097046,655.3969094753265,703.231330871582,750.979841709137,798.4842870235443,846.4891104698181,882.0779905319214,912.412602186203,958.8894045352936,1000.5516986846924,1038.71701669693
total minutes,0.0,0.69254549741745,1.322051207224528,1.5408100803693137,2.043818501631419,2.5879642645517986,3.0320218245188397,3.8531585613886516,4.733290783564249,5.595237465699514,6.059038996696472,6.554855020840963,6.74656681617101,6.956239974498748,7.169334582487742,7.499928255875905,7.861712392171224,8.66234312057495,9.460630710919698,10.22211872736613,10.60222331682841,10.923281824588775,11.720522181193035,12.516330695152282,13.308071450392406,14.108151841163636,14.70129984219869,15.206876703103383,15.981490075588226,16.675861644744874,17.311950278282165
cummulative feedback,0.0,266.0,409.0,455.0,560.0,651.0,735.0,834.0,913.0,984.0,999.0,1020.0,1026.0,1032.0,1040.0,1046.0,1053.0,1062.0,1069.0,1074.0,1077.0,1078.0,1079.0,1081.0,1084.0,1085.0,1086.0,1086.0,1086.0,1086.0,1086.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,598.0,550.0,165.0,442.0,534.0,442.0,878.0,998.0,998.0,555.0,587.0,218.0,237.0,242.0,397.0,434.0,998.0,998.0,951.0,466.0,388.0,998.0,998.0,998.0,998.0,741.0,631.0,970.0,869.0,799.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
