,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0
Episode reward,0.0,-69.12934156108005,-67.20511953714818,-76.45664427994494,-73.09966874656205,-64.06876082105227,-71.64345403442151,-66.6481174815566,-48.44843830738445,-16.377327122898734,-17.354614020173805,-49.38047392485062,-73.12365937110145,-79.31339800341757,-92.15613203267057,-95.32801143361712,-95.57778042161046,-90.55377702999624,-93.69151514121583,-91.68285496295084,-93.15150248395516
Episode feedback,0.8,0.00801603205609616,0.10721442875028614,0.06212424843474524,0.012024048084144241,0.01703406811920434,0.0060120240420721205,0.028056112196336563,0.0200400801402404,0.01803607212621636,0.0100200400701202,0.0030060120210360602,0.007014028049084141,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,49.058024168014526,110.03456115722656,167.00069284439087,217.7810559272766,267.9758994579315,316.2407190799713,366.2788417339325,414.20768547058105,461.9176950454712,508.21174120903015,555.1964061260223,603.277090549469,651.3107361793518,700.5055944919586,750.19606590271,799.970832824707,850.0877156257629,900.0758759975433,949.7824101448059,999.8395547866821
total minutes,0.0,0.8176337361335755,1.8339093526204426,2.7833448807398478,3.62968426545461,4.466264990965525,5.270678651332855,6.104647362232209,6.903461424509684,7.698628250757853,8.470195686817169,9.253273435433705,10.054618175824483,10.85517893632253,11.675093241532643,12.503267765045166,13.332847213745117,14.168128593762715,15.001264599959056,15.829706835746766,16.663992579778036
cummulative feedback,0.0,8.0,115.0,177.0,189.0,206.0,212.0,240.0,260.0,278.0,288.0,291.0,298.0,300.0,302.0,303.0,303.0,304.0,304.0,304.0,304.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
