,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Accumulated time steps,0.0,1000.0,1623.0,2019.0,2550.0,3549.0,4548.0,5547.0,6546.0,6931.0,7192.0,8023.0,8581.0,9130.0,9408.0,9962.0,10330.0,10507.0,10965.0,11864.0,12209.0,12585.0,12965.0,13400.0,13653.0,14087.0,14342.0,14686.0,14939.0,15549.0,16083.0,16348.0,16602.0,16858.0,17382.0,17727.0,18343.0,18606.0,19039.0,19296.0,19646.0,19990.0
Episode reward,0.0,-67.20654719394467,65.82526535874902,80.54784380896223,79.28950777639237,-65.91019432074806,-64.0918620433598,-61.06945603960383,-60.93966000637144,78.74016457584398,88.78526905671731,52.90829593604084,69.85177233425946,71.09812125672714,82.04947812316885,73.4358029358122,80.4761027752114,89.83336221453118,71.65871379381244,51.97906553203364,77.63935802502711,75.48880818117414,74.17780861774561,72.19906490057528,83.9325455247502,71.66968208082511,84.13896464109746,78.23934918645216,84.0141721562496,59.52811000513764,64.02375736734152,83.42630179666034,84.19837426330918,84.08614575631027,66.15978120038363,78.25951140320764,59.85766619693718,82.58213066999976,71.99691809995745,83.33440146932118,76.98886134898208,78.10663322933914
Episode feedback,0.8,0.01603206411219232,0.3118971056078825,0.1493670882294504,0.2566037731007476,0.00901803606310818,0.00801603205609616,0.00901803606310818,0.0150300601051803,0.023437499938964844,0.01153846149408284,0.012048192756568443,0.00359066426644405,0.005474452544754649,0.007220216580432431,0.0054249547822333545,0.005449591265804929,0.005681818149535124,0.004376367605303353,0.0022271714897247534,0.0,0.0,0.005277044840957665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,48.6298623085022,86.71727347373962,108.55886578559875,140.35693955421448,187.40558099746704,233.78662657737732,280.71061992645264,329.5822539329529,349.0109302997589,362.59261536598206,404.1888711452484,432.4019947052002,459.9865083694458,474.5970320701599,502.751056432724,521.7662196159363,531.4176189899445,554.5876877307892,598.5866827964783,616.3901669979095,635.8990716934204,654.344251871109,675.8214962482452,689.1166121959686,711.2774384021759,724.8684487342834,742.8215491771698,755.8851358890533,786.9671103954315,813.3800756931305,826.7267806529999,839.9321372509003,853.3030407428741,879.0008680820465,896.659946680069,927.0751328468323,940.6879744529724,962.4612264633179,975.9178695678711,993.9364161491394,1011.6301062107086
total minutes,0.0,0.8104977051417033,1.4452878912289937,1.8093144297599792,2.3392823259035747,3.123426349957784,3.896443776289622,4.678510332107544,5.493037565549215,5.8168488383293155,6.043210256099701,6.7364811857541405,7.206699911753336,7.66644180615743,7.9099505345026655,8.379184273878733,8.696103660265605,8.856960316499075,9.243128128846486,9.976444713274638,10.27316944996516,10.598317861557007,10.90573753118515,11.26369160413742,11.485276869932811,11.854623973369598,12.081140812238058,12.38035915295283,12.59808559815089,13.116118506590526,13.556334594885508,13.778779677549998,13.99886895418167,14.22171734571457,14.650014468034108,14.944332444667817,15.451252214113872,15.678132907549541,16.0410204410553,16.265297826131185,16.56560693581899,16.860501770178477
cummulative feedback,0.0,16.0,210.0,269.0,405.0,414.0,422.0,431.0,446.0,455.0,458.0,468.0,470.0,473.0,475.0,478.0,480.0,481.0,483.0,485.0,485.0,485.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,622.0,395.0,530.0,998.0,998.0,998.0,998.0,384.0,260.0,830.0,557.0,548.0,277.0,553.0,367.0,176.0,457.0,898.0,344.0,375.0,379.0,434.0,252.0,433.0,254.0,343.0,252.0,609.0,533.0,264.0,253.0,255.0,523.0,344.0,615.0,262.0,432.0,256.0,349.0,343.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
