,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,476.0,1475.0,1749.0,2475.0,3474.0,4473.0,5097.0,6096.0,7095.0,8094.0,8976.0,9975.0,10974.0,11973.0,12972.0,13971.0,14970.0,15969.0,16968.0,17967.0,18966.0,19965.0,20964.0
Episode reward,0.0,76.05810046808554,-38.40568094963227,87.72994233794992,70.23451242017575,-37.627193645155664,-31.729263747747627,76.76312088443922,-35.38601044201735,-34.44805900601221,-35.14904396403158,66.33245473201723,-33.337761453267525,-34.95112431190095,-34.09954909648673,-34.32946458389335,-35.35995552177868,-35.93681006228416,-35.42944389865068,-33.86019430747229,-35.54984496283883,-34.36907752117879,-34.37007151245353,-33.84346331857708
Episode feedback,0.8,0.4704641340285567,0.3647294585523753,0.27106227006936895,0.23448275829726517,0.15731462910088714,0.12625250488351453,0.11075441394742469,0.05911823641370918,0.03607214425243272,0.01803607212621636,0.02156640179163859,0.0100200400701202,0.0030060120210360602,0.00400801602804808,0.0060120240420721205,0.0060120240420721205,0.0030060120210360602,0.0,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,34.69978952407837,102.39410972595215,120.12133717536926,163.2492287158966,218.54900860786438,271.8913924694061,305.6395466327667,356.099529504776,405.25577044487,453.77134680747986,497.02548718452454,545.1172652244568,593.3496127128601,641.4658966064453,689.5711004734039,737.4526619911194,785.1906549930573,832.5301539897919,880.2448878288269,928.2279233932495,975.9686155319214,1023.9837827682495,1072.8151686191559
total minutes,0.0,0.5783298254013062,1.7065684954325357,2.0020222862561545,2.720820478598277,3.64248347679774,4.531523207823436,5.093992443879445,5.934992158412934,6.754262840747833,7.562855780124664,8.283758119742076,9.085287753740946,9.889160211881002,10.691098276774088,11.492851674556732,12.29087769985199,13.086510916550955,13.87550256649653,14.67074813048045,15.470465389887492,16.26614359219869,17.066396379470824,17.880252810319266
cummulative feedback,0.0,223.0,587.0,661.0,831.0,988.0,1114.0,1183.0,1242.0,1278.0,1296.0,1315.0,1325.0,1328.0,1332.0,1338.0,1344.0,1347.0,1347.0,1347.0,1348.0,1348.0,1348.0,1348.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,474.0,998.0,273.0,725.0,998.0,998.0,623.0,998.0,998.0,998.0,881.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
