,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0,20980.0
Episode reward,0.0,-71.12473384203221,-74.64643375709412,-51.57642473663179,-49.131124709621496,-47.62411222270834,-47.664100654962795,-49.78717580825853,-45.614592972595986,-48.24495917736998,-48.45832060611341,-47.07881929851001,-47.85983836062697,-47.774790237628764,-48.62898356640515,-48.07997214757534,-47.956826555862726,-47.762204879848866,-48.19700092253692,-47.23946668984342,-47.216650540488736,-48.22965005297107
Episode feedback,0.8,0.00901803606310818,0.00801603205609616,0.150300601051803,0.11322645279235827,0.11923847683443038,0.0450901803155409,0.0150300601051803,0.025050100175300502,0.00901803606310818,0.01102204407713222,0.01102204407713222,0.00400801602804808,0.00200400801402404,0.00400801602804808,0.00200400801402404,0.0,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,46.26769137382507,93.33187174797058,153.78403878211975,210.19891786575317,266.9790298938751,318.7086110115051,368.98511385917664,419.0713400840759,468.37464570999146,517.8216049671173,567.3395762443542,616.0840754508972,665.5622363090515,714.8872013092041,764.182461977005,813.4563643932343,862.6051564216614,914.0535001754761,963.8524503707886,1013.8578834533691,1063.777713060379
total minutes,0.0,0.7711281895637512,1.5555311957995097,2.563067313035329,3.503315297762553,4.449650498231252,5.311810183525085,6.149751897652944,6.984522334734598,7.806244095166524,8.63036008278529,9.45565960407257,10.26806792418162,11.092703938484192,11.914786688486735,12.736374366283417,13.55760607322057,14.37675260702769,15.234225002924601,16.06420750617981,16.897631390889487,17.729628551006318
cummulative feedback,0.0,9.0,17.0,167.0,280.0,399.0,444.0,459.0,484.0,493.0,504.0,515.0,519.0,521.0,525.0,527.0,527.0,527.0,528.0,528.0,528.0,528.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
