,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,1000.0,1471.0,1821.0,2417.0,2671.0,3300.0,3547.0,4228.0,4542.0,4880.0,5238.0,5830.0,6350.0,6930.0,7532.0,8345.0,8926.0,9457.0,9860.0,10505.0,11046.0,11844.0,12386.0,13385.0,13677.0,14519.0,15212.0,15893.0,16820.0,17819.0,18719.0,19259.0,19723.0,20564.0
Episode reward,0.0,-71.24503791382597,78.52721002529555,86.40856260272778,70.08271385158187,88.20382192244773,70.90052387666009,88.1120887508708,70.02225948323114,88.13289796338432,86.82522677653239,82.14700884593219,72.76174931911805,78.31381774532974,79.22317347183416,74.2883583572623,72.0323415770788,79.74144002290898,81.77809772283882,86.2895580101289,78.30970258085782,85.82977695283614,76.85025773192322,82.50711813923856,-31.828884243542326,93.42198457305405,75.69021446510888,82.53579013118421,77.05482297498105,75.05597031824117,-28.979736247111354,76.499852252292,84.20741012079064,89.34615769552907,77.11957806739721
Episode feedback,0.8,0.012024048084144241,0.30425531850158444,0.2951289389824386,0.16974789887437328,0.12252964378446782,0.1178343947168242,0.13414634091810432,0.0852941175216263,0.07987220421766068,0.09792284837411618,0.061624649687325915,0.05752961073176039,0.05009633901715542,0.03454231427540187,0.04825291173335622,0.019704433473270402,0.018965517208680144,0.005660377347810609,0.009950248731467043,0.0077639751432236415,0.005555555545267489,0.010037641141734452,0.003696857664146289,0.0050100200350601,0.0,0.005945303203394408,0.0,0.001470588233131488,0.0010799136057452338,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.96683192253113,77.24620819091797,102.51303291320801,140.1409294605255,155.5428614616394,191.76814341545105,206.5349636077881,243.96167612075806,261.2099177837372,280.68165826797485,300.34883427619934,331.5148334503174,358.89717745780945,389.2045865058899,420.67953872680664,461.7361409664154,491.18050742149353,517.8185606002808,538.5853514671326,570.9673910140991,598.2759881019592,638.4990692138672,666.1268038749695,717.3631310462952,732.9281833171844,775.8856472969055,810.6482317447662,844.6129593849182,890.4061825275421,939.7564151287079,983.9884080886841,1010.9094259738922,1034.1370787620544,1075.5639073848724
total minutes,0.0,0.7661138653755188,1.287436803181966,1.7085505485534669,2.3356821576754254,2.5923810243606566,3.1961357235908507,3.442249393463135,4.066027935345968,4.353498629728953,4.678027637799581,5.005813904603323,5.525247224171957,5.981619624296824,6.486743108431498,7.011325645446777,7.695602349440256,8.186341790358226,8.630309343338013,8.97642252445221,9.516123183568318,9.971266468365988,10.641651153564453,11.102113397916158,11.95605218410492,12.215469721953074,12.931427454948425,13.51080386241277,14.076882656415304,14.840103042125701,15.662606918811798,16.399806801478068,16.848490432898203,17.235617979367575,17.92606512308121
cummulative feedback,0.0,12.0,155.0,258.0,359.0,390.0,464.0,497.0,555.0,580.0,613.0,635.0,669.0,695.0,715.0,744.0,760.0,771.0,774.0,778.0,783.0,786.0,794.0,796.0,801.0,801.0,806.0,806.0,807.0,808.0,808.0,808.0,808.0,808.0,808.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,470.0,349.0,595.0,253.0,628.0,246.0,680.0,313.0,337.0,357.0,591.0,519.0,579.0,601.0,812.0,580.0,530.0,402.0,644.0,540.0,797.0,541.0,998.0,291.0,841.0,692.0,680.0,926.0,998.0,899.0,539.0,463.0,840.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
