,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,626.0,1143.0,1688.0,2134.0,2666.0,2915.0,3914.0,4166.0,4581.0,5580.0,6579.0,7578.0,8577.0,9576.0,10575.0,11226.0,12225.0,13224.0,13959.0,14958.0,15900.0,16636.0,17270.0,18269.0,19268.0,20267.0
Episode reward,0.0,68.53829273010547,77.05534650639862,72.62235037153437,78.31598082289858,75.02716046195022,88.9274534178889,-38.582699026499654,88.63011736874405,82.84124337134827,-37.31266699074442,-40.42642612510344,-37.72588316886662,-37.955069523414956,-36.63477889977261,-33.61479097999994,77.40153703058719,-33.04425812136426,-36.256428573116736,71.54638927013082,-36.94756116088173,67.49476963726767,69.71554393314213,76.27176127209526,-39.22824288186555,-38.724345331896245,-39.77377335401593
Episode feedback,0.8,0.4583333325988248,0.32945736370260204,0.1985294113997621,0.2202247186062366,0.1657250467688794,0.16129032193028095,0.13827655296765876,0.127490039332709,0.08937198046045415,0.06713426846980534,0.04609218432255292,0.03907815627346878,0.02204408815426444,0.007014028049084141,0.007014028049084141,0.003076923072189349,0.00100200400701202,0.00400801602804808,0.0,0.00100200400701202,0.0,0.0,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,42.277506828308105,75.62612390518188,108.07837796211243,135.17506647109985,165.30502462387085,179.94559979438782,234.81596899032593,249.2045817375183,271.20922446250916,322.51783418655396,372.941766500473,423.2545449733734,472.9512526988983,521.668948173523,569.8856558799744,601.8248717784882,649.7094764709473,697.6445825099945,733.107259273529,780.9266314506531,825.8493368625641,861.2244522571564,892.0400514602661,939.9878809452057,987.5884943008423,1035.3770656585693
total minutes,0.0,0.704625113805135,1.260435398419698,1.8013062993685405,2.252917774518331,2.755083743731181,2.9990933299064637,3.913599483172099,4.153409695625305,4.5201537410418196,5.375297236442566,6.215696108341217,7.05424241622289,7.882520878314972,8.694482469558716,9.49809426466624,10.030414529641469,10.828491274515788,11.627409708499908,12.218454321225485,13.015443857510885,13.764155614376069,14.353740870952606,14.867334191004435,15.666464682420095,16.45980823834737,17.25628442764282
cummulative feedback,0.0,286.0,456.0,564.0,662.0,750.0,790.0,928.0,960.0,997.0,1064.0,1110.0,1149.0,1171.0,1178.0,1185.0,1187.0,1188.0,1192.0,1192.0,1193.0,1193.0,1193.0,1193.0,1194.0,1194.0,1194.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,624.0,516.0,544.0,445.0,531.0,248.0,998.0,251.0,414.0,998.0,998.0,998.0,998.0,998.0,998.0,650.0,998.0,998.0,734.0,998.0,941.0,735.0,633.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
