,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Accumulated time steps,0.0,1000.0,1643.0,2012.0,2865.0,3382.0,4381.0,5380.0,5910.0,6162.0,6418.0,6668.0,6923.0,7357.0,7518.0,7872.0,8298.0,8633.0,9090.0,9256.0,9423.0,9684.0,9857.0,10107.0,10376.0,10628.0,10824.0,11080.0,11568.0,12082.0,12341.0,12623.0,12912.0,13191.0,13452.0,13708.0,14041.0,14302.0,14667.0,15123.0,15384.0,15781.0,16176.0,16624.0,16879.0,17039.0,17304.0,17571.0,17922.0,18183.0,18356.0,18611.0,18784.0,19047.0
Episode reward,0.0,-10.34049258610569,78.30557847156075,80.5901742999426,39.31328554800524,87.03979124857342,-64.47823322147326,-48.150908992974195,68.39840739808466,88.24581560753536,84.8570211863593,86.05494857765729,86.34795691731439,77.89258996430873,91.34261939820955,82.64729380272829,74.92697048770296,80.29720271160778,72.27272526590471,89.28527759496842,89.18030162784484,87.82845916142591,90.82842984140912,85.87206783197135,87.23380831163554,85.98224887671746,89.27733270301712,85.48720903471164,79.82912186023611,64.47418461993905,81.67830300849431,82.71924996973723,82.23614665475019,83.0419922144126,85.0996467740633,85.72747195386836,77.37206230858541,85.0823137402586,78.7072384192621,73.48996926907891,85.09523000685826,82.03904822000011,82.30178685104508,74.41352441430703,85.83092496958261,90.83446138149017,84.69184204918906,84.48067035012699,80.27648134719786,85.12463148719455,89.51981897363072,85.83981994259355,89.5187951217671,84.91059762345584
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.56932759284973,75.1759147644043,91.35629153251648,128.05414581298828,151.9848039150238,196.26293683052063,240.48420596122742,264.5569341182709,277.1836128234863,289.0701034069061,300.7455241680145,312.81049704551697,332.197988986969,339.96055817604065,356.1541886329651,376.5145618915558,392.85980343818665,414.6968240737915,423.0291850566864,431.43413972854614,444.0856156349182,453.0202970504761,465.4902980327606,478.63894057273865,491.11966705322266,500.98389172554016,513.3559679985046,535.1378140449524,557.9505858421326,569.6149201393127,582.0245916843414,594.9319834709167,607.3990876674652,619.3161778450012,630.8490889072418,645.4143512248993,657.0901532173157,673.2814490795135,692.9256138801575,704.6008450984955,721.9454951286316,739.2798438072205,758.7259893417358,770.2272083759308,777.8184254169464,789.6524243354797,801.7090570926666,817.1873865127563,829.2968201637268,837.4539225101471,848.8357481956482,856.7810344696045,868.4669334888458
total minutes,0.0,0.7594887932141622,1.2529319127400715,1.5226048588752747,2.1342357635498046,2.5330800652503966,3.271048947175344,4.00807009935379,4.409282235304515,4.619726880391439,4.817835056781769,5.012425402800242,5.213508284091949,5.5366331497828165,5.666009302934011,5.935903143882752,6.275242698192597,6.547663390636444,6.911613734563192,7.05048641761144,7.190568995475769,7.401426927248637,7.550338284174601,7.758171633879344,7.977315676212311,8.185327784220378,8.349731528759003,8.555932799975077,8.918963567415874,9.29917643070221,9.49358200232188,9.70040986140569,9.915533057848613,10.123318127791087,10.321936297416688,10.514151481787364,10.756905853748322,10.951502553621928,11.22135748465856,11.548760231335958,11.743347418308257,12.032424918810527,12.32133073012034,12.645433155695597,12.837120139598847,12.963640423615773,13.160873738924662,13.361817618211111,13.619789775212606,13.821613669395447,13.957565375169118,14.14726246992747,14.279683907826742,14.474448891480764
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,642.0,368.0,852.0,516.0,998.0,998.0,529.0,251.0,255.0,249.0,254.0,433.0,160.0,353.0,425.0,334.0,456.0,165.0,166.0,260.0,172.0,249.0,268.0,251.0,195.0,255.0,487.0,513.0,258.0,281.0,288.0,278.0,260.0,255.0,332.0,260.0,364.0,455.0,260.0,396.0,394.0,447.0,254.0,159.0,264.0,266.0,350.0,260.0,172.0,254.0,172.0,262.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
