,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,727.0,1157.0,1864.0,2651.0,3372.0,3791.0,4790.0,5789.0,6788.0,7787.0,8786.0,9785.0,10784.0,11783.0,12782.0,13781.0,14780.0,15779.0,16778.0,17777.0,18776.0,19775.0,20774.0
Episode reward,0.0,66.04503934414805,84.06436794218752,73.66146868317318,70.20107496099483,74.15987168106584,85.14772225104417,-35.44522492022706,-31.212913738459896,-30.990115121212213,-30.08745949974143,-31.527673007904532,-29.250861209532303,-30.6302033962331,-32.51506670267816,-32.28472992869159,-33.434682001816974,-31.401324604591853,-31.512651005207296,-31.61917575576027,-33.83124166020832,-31.993691674639244,-31.772623044708684,-30.84646631917494
Episode feedback,0.8,0.3931034477336504,0.39860139767225783,0.2974504245078606,0.23155216255527714,0.16388888866126544,0.13875598052929192,0.07114228449785343,0.0601202404207212,0.048096192336576964,0.03106212421737262,0.013026052091156261,0.0100200400701202,0.01102204407713222,0.007014028049084141,0.0030060120210360602,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,54.631000995635986,87.7810480594635,135.67420482635498,184.68826460838318,226.81374788284302,251.01274037361145,303.39090061187744,354.7135102748871,405.69922256469727,455.9269115924835,505.2825300693512,554.9177544116974,604.0901284217834,653.8034930229187,702.7349419593811,751.2918133735657,800.2886991500854,849.5087704658508,898.978884935379,948.5273451805115,998.4709866046906,1046.3963253498077,1093.2221503257751
total minutes,0.0,0.9105166832605998,1.463017467657725,2.2612367471059165,3.078137743473053,3.780229131380717,4.1835456728935245,5.056515010197957,5.9118918379147845,6.761653709411621,7.598781859874725,8.421375501155854,9.248629240194957,10.068168807029725,10.896724883715311,11.712249032656352,12.52153022289276,13.338144985834758,14.15847950776418,14.98298141558965,15.808789086341857,16.641183110078178,17.43993875583013,18.22036917209625
cummulative feedback,0.0,285.0,456.0,666.0,848.0,966.0,1024.0,1095.0,1155.0,1203.0,1234.0,1247.0,1257.0,1268.0,1275.0,1278.0,1279.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,725.0,429.0,706.0,786.0,720.0,418.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
