,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,357.0,1095.0,1545.0,2293.0,2747.0,3646.0,4645.0,5644.0,6643.0,7642.0,8641.0,9640.0,10639.0,11638.0,12637.0,13636.0,14635.0,15634.0,16633.0,17632.0,18631.0,19630.0,20629.0
Episode reward,0.0,84.72634269608328,71.8506108944981,83.49478631815049,73.67149201695393,83.24235822531072,68.84908977726484,-34.93675296963343,-32.75986299650773,-32.87432473094817,-32.399083484377364,-33.936922333350026,-33.270453385851106,-31.74379958063334,-30.523423140367974,-30.11537917937027,-29.764762481922926,-31.497853704265335,-32.84847786131604,-31.14823766823249,-31.55581316186006,-32.035537918236315,-29.801569557759603,-30.304937546578895
Episode feedback,0.8,0.4591549282840706,0.40162822197879483,0.25167037805864056,0.2690763048606743,0.20750551830572733,0.15144766130128323,0.10921843676431019,0.07314629251187746,0.0400801602804808,0.026052104182312522,0.01903807613322838,0.0150300601051803,0.00801603205609616,0.0060120240420721205,0.0030060120210360602,0.00100200400701202,0.0030060120210360602,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,25.04519486427307,79.3580334186554,110.68245935440063,164.15208315849304,192.30009007453918,249.97964644432068,315.6929261684418,376.71898555755615,439.633145570755,496.93641209602356,550.4923715591431,606.9025094509125,673.1223242282867,744.4689376354218,815.9196403026581,886.6869196891785,951.5409796237946,1003.3447546958923,1052.4811897277832,1109.352213382721,1160.2931432724,1208.2735369205475,1256.641056060791
total minutes,0.0,0.4174199144045512,1.3226338903109232,1.8447076559066773,2.7358680526415506,3.20500150124232,4.166327440738678,5.26154876947403,6.278649759292603,7.327219092845917,8.282273534933726,9.17487285931905,10.115041824181874,11.21870540380478,12.40781562725703,13.598660671710968,14.778115328152975,15.859016327063243,16.722412578264873,17.54135316212972,18.489203556378683,19.338219054539998,20.137892282009126,20.944017601013183
cummulative feedback,0.0,163.0,459.0,572.0,773.0,867.0,1003.0,1112.0,1185.0,1225.0,1251.0,1270.0,1285.0,1293.0,1299.0,1302.0,1303.0,1306.0,1306.0,1307.0,1308.0,1308.0,1308.0,1308.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,355.0,737.0,449.0,747.0,453.0,898.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
