,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Accumulated time steps,0.0,923.0,1345.0,1769.0,2768.0,3693.0,4283.0,4719.0,5051.0,5738.0,5986.0,6332.0,6677.0,7187.0,7553.0,7825.0,8087.0,8510.0,8872.0,9205.0,9485.0,9744.0,10054.0,10325.0,10583.0,10740.0,11167.0,11433.0,11599.0,11973.0,12220.0,12379.0,12542.0,12899.0,13072.0,13622.0,13882.0,14041.0,14208.0,14477.0,14921.0,15257.0,15529.0,15871.0,16117.0,16290.0,16538.0,16787.0,16952.0,17219.0,17495.0,17771.0,18040.0
Episode reward,0.0,50.808720440208035,84.30142326749917,84.75178156057456,-70.25149454846546,44.8264354643822,64.77168429060296,68.94658333855986,81.38179617244097,62.78099980891768,84.33746500935756,83.11552583117154,83.59766797705386,68.17268973519096,80.70584527972895,82.56959164363194,86.41536862551209,73.67074453217231,81.64793923145565,79.66433296185573,88.42434057087317,87.31583559122197,81.11053057926732,85.36533023671626,87.82833275060787,90.16966294554635,74.1934674153185,87.26084936633568,91.30586017893283,80.80392442873958,85.19049400712291,90.10706843509236,91.60406989439285,83.81269899025713,90.91203030258082,75.92327617173933,87.84572052208115,90.07085552231376,89.19291411655317,83.28793216514936,71.61482743651979,79.78683105885676,82.98504350704543,78.81396014675526,85.34078458109647,88.66221328016042,85.38621138147053,85.32021035055368,91.047384653739,87.31594242002205,85.04069527646419,85.1176492255798,86.71903188627111
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,38.37062120437622,57.17088961601257,75.35445094108582,117.9180281162262,157.23773765563965,182.74054431915283,201.97010207176208,217.25288152694702,246.65152049064636,258.14436054229736,273.5344457626343,289.25133872032166,311.7123832702637,327.9794261455536,340.40213537216187,352.06555795669556,371.0388832092285,387.32625222206116,402.7051603794098,415.3628113269806,427.2255985736847,441.33237862586975,453.6578230857849,465.6495170593262,473.26628398895264,491.81570410728455,503.99982142448425,511.78820991516113,528.4138779640198,539.7186813354492,547.2202334403992,555.0948359966278,571.0001711845398,579.2098441123962,603.787850856781,615.8228869438171,623.455427646637,631.5837268829346,643.8189778327942,663.6409878730774,679.1790788173676,691.6087219715118,707.2348353862762,718.6444964408875,726.9857053756714,738.7610886096954,750.2680487632751,758.0709376335144,770.159999370575,782.735435962677,795.2365305423737,807.5354471206665
total minutes,0.0,0.6395103534062704,0.9528481602668762,1.2559075156847637,1.9653004686037698,2.6206289609273274,3.0456757386525473,3.3661683678627012,3.62088135878245,4.110858674844106,4.30240600903829,4.558907429377238,4.820855645338694,5.195206387837728,5.4663237690925595,5.673368922869364,5.8677592992782595,6.183981386820475,6.455437537034353,6.711752672990163,6.922713522116343,7.120426642894745,7.355539643764496,7.560963718096415,7.760825284322103,7.887771399815877,8.196928401788076,8.399997023741404,8.529803498586018,8.806897966066996,8.99531135559082,9.120337224006652,9.251580599943797,9.51666951974233,9.65349740187327,10.063130847613017,10.263714782396953,10.390923794110616,10.526395448048909,10.730316297213237,11.060683131217957,11.319651313622792,11.526812032858532,11.787247256437938,11.97740827401479,12.116428422927857,12.31268481016159,12.50446747938792,12.63451562722524,12.835999989509583,13.04559059937795,13.253942175706227,13.458924118677775
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,921.0,421.0,423.0,998.0,924.0,589.0,435.0,331.0,686.0,247.0,345.0,344.0,509.0,365.0,271.0,261.0,422.0,361.0,332.0,279.0,258.0,309.0,270.0,257.0,156.0,426.0,265.0,165.0,373.0,246.0,158.0,162.0,356.0,172.0,549.0,259.0,158.0,166.0,268.0,443.0,335.0,271.0,341.0,245.0,172.0,247.0,248.0,164.0,266.0,275.0,275.0,268.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
