,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,723.0,980.0,1327.0,1788.0,2237.0,2944.0,3217.0,3685.0,3932.0,4290.0,4816.0,5815.0,6234.0,6467.0,7226.0,7777.0,8193.0,9186.0,9761.0,10760.0,11490.0,11924.0,12851.0,13319.0,13973.0,14953.0,15419.0,15940.0,16939.0,17938.0,18509.0,19268.0,19912.0,20477.0
Episode reward,0.0,63.76810249071623,86.73234836576141,82.47667168676398,78.81590968714629,80.52691389284365,67.0887229208322,86.74327728607786,77.67353904512694,90.09313824651218,85.94638633300048,78.70909386989257,-39.53419963975815,84.25924538636305,90.7381090636776,74.43026625691638,81.45396367364658,86.14196357270112,63.931446502182645,76.25629401146418,-35.012919445646986,78.90570278285128,84.27617492615737,68.20110326470076,85.63627275956921,76.96610105001106,70.81912608702545,84.33234416693324,84.91750247620242,-28.548411479389657,-24.66187647446854,85.45441581041943,77.48953345844748,84.40137749527283,84.97111558481939
Episode feedback,0.8,0.3259361992705462,0.277343748916626,0.2543352593805339,0.21956521691398867,0.22321428521603953,0.13314447573208998,0.09926470551740917,0.117773019019758,0.13414634091810432,0.11764705849398584,0.07809523794648526,0.0450901803155409,0.04306220085391818,0.04741379289907848,0.03430079151147653,0.027272727223140496,0.021686746935694584,0.014112903211579734,0.012195121929973655,0.0050100200350601,0.0027434842212023538,0.0023094688168372544,0.0010799136057452338,0.0021413276185410545,0.003062787131603695,0.0010214504586093457,0.0,0.0019230769193786983,0.00100200400701202,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.06937623023987,62.561310052871704,86.76703214645386,118.04293847084045,147.4491627216339,187.36806082725525,202.68340468406677,228.72987127304077,243.3636736869812,263.75815629959106,291.99437069892883,342.7485785484314,364.5015571117401,377.79378271102905,418.05218720436096,445.6555233001709,466.37313437461853,514.3909778594971,542.5992496013641,590.3850610256195,625.5516502857208,646.7900235652924,691.6228556632996,714.30499792099,745.7742826938629,792.5566279888153,815.3229222297668,840.7992346286774,888.4453001022339,935.7811744213104,963.2300927639008,999.4316987991333,1030.582019329071,1057.818911075592
total minutes,0.0,0.7511562705039978,1.042688500881195,1.4461172024408977,1.967382307847341,2.4574860453605654,3.1228010137875875,3.378056744734446,3.8121645212173463,4.056061228116353,4.395969271659851,4.866572844982147,5.7124763091405235,6.075025951862335,6.2965630451838175,6.967536453406016,7.427592055002848,7.772885572910309,8.573182964324952,9.043320826689403,9.839751017093658,10.425860838095348,10.779833726088206,11.527047594388327,11.905083298683167,12.42957137823105,13.209277133146921,13.588715370496114,14.013320577144622,14.807421668370564,15.59635290702184,16.053834879398345,16.657194979985555,17.17636698881785,17.6303151845932
cummulative feedback,0.0,235.0,306.0,394.0,495.0,595.0,689.0,716.0,771.0,804.0,846.0,887.0,932.0,950.0,961.0,987.0,1002.0,1011.0,1025.0,1032.0,1037.0,1039.0,1040.0,1041.0,1042.0,1044.0,1045.0,1045.0,1046.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,721.0,256.0,346.0,460.0,448.0,706.0,272.0,467.0,246.0,357.0,525.0,998.0,418.0,232.0,758.0,550.0,415.0,992.0,574.0,998.0,729.0,433.0,926.0,467.0,653.0,979.0,465.0,520.0,998.0,998.0,570.0,758.0,643.0,564.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
