,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,799.0,1798.0,1987.0,2613.0,3444.0,3871.0,4212.0,4453.0,4877.0,5236.0,5974.0,6426.0,6662.0,7398.0,8052.0,8580.0,9061.0,10060.0,11059.0,12058.0,13057.0,14056.0,14634.0,15310.0,16131.0,17130.0,18129.0,19128.0,20127.0
Episode reward,0.0,60.82259111199446,-48.00648067002236,89.42558980573962,70.36432475516511,63.66585541495885,79.90477940524488,84.3301895810023,89.07241188089367,81.45032106842558,82.44194956271164,66.24845618393124,80.66891376418319,88.77334387227815,68.57746238213977,67.51129222087144,76.2499497875695,79.93784114842109,-41.3907852648801,-41.407677066546384,-38.43977545403772,-40.76467509420393,-41.320290746965476,75.12273273252255,70.91304908437374,65.39882368897635,-39.83457926701941,-39.68386499709259,-40.44360913389651,-37.68428722851093
Episode feedback,0.8,0.40401505595481174,0.24148296568989683,0.13829787160479856,0.18559999970304,0.13253012032225286,0.11737089174326082,0.12058823493944637,0.05833333309027778,0.08274231658926166,0.07541899420274024,0.061058344557587046,0.05764966727793865,0.05531914870076958,0.04081632647507983,0.026033690618631408,0.030360531251687795,0.016666666631944445,0.01102204407713222,0.0060120240420721205,0.00400801602804808,0.00400801602804808,0.00100200400701202,0.005199306750087856,0.001481481479286694,0.0012195121936347411,0.0,0.0,0.0,0.0
total seconds,0.0,58.10169339179993,126.49006819725037,138.455011844635,178.00971508026123,225.31898021697998,251.3317584991455,272.51817989349365,286.56208658218384,311.1600775718689,332.6778173446655,374.1144187450409,399.1533944606781,412.6016855239868,451.0402503013611,484.86257219314575,511.74373984336853,536.4148635864258,585.9850854873657,635.0035696029663,684.2110385894775,733.5459480285645,782.4076178073883,810.9453954696655,844.2825508117676,884.6442053318024,933.0029587745667,981.6921002864838,1030.6220371723175,1080.024516582489
total minutes,0.0,0.9683615565299988,2.108167803287506,2.307583530743917,2.9668285846710205,3.7553163369496665,4.188862641652425,4.541969664891561,4.77603477636973,5.186001292864481,5.544630289077759,6.235240312417348,6.652556574344635,6.876694758733113,7.5173375050226845,8.081042869885762,8.529062330722809,8.940247726440429,9.766418091456096,10.583392826716105,11.403517309824625,12.225765800476074,13.040126963456471,13.515756591161091,14.071375846862793,14.744070088863372,15.550049312909444,16.36153500477473,17.17703395287196,18.00040860970815
cummulative feedback,0.0,322.0,563.0,589.0,705.0,815.0,865.0,906.0,920.0,955.0,982.0,1027.0,1053.0,1066.0,1096.0,1113.0,1129.0,1137.0,1148.0,1154.0,1158.0,1162.0,1163.0,1166.0,1167.0,1168.0,1168.0,1168.0,1168.0,1168.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,797.0,998.0,188.0,625.0,830.0,426.0,340.0,240.0,423.0,358.0,737.0,451.0,235.0,735.0,653.0,527.0,480.0,998.0,998.0,998.0,998.0,998.0,577.0,675.0,820.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
