,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,452.0,707.0,1252.0,2251.0,3250.0,4249.0,5248.0,6247.0,7246.0,8245.0,9244.0,10243.0,11242.0,12241.0,13240.0,14239.0,15238.0,16237.0,17236.0,18235.0,19234.0,20233.0
Episode reward,0.0,78.88673304996266,89.10780423193162,79.46950846065465,-36.99724740255417,-32.82873665741667,-32.257856850406064,-34.29315877625992,-33.345514646275745,-33.595058358499806,-31.80889685998702,-33.70332835110383,-34.85196381483696,-34.12594406249266,-33.27708537854727,-32.43174109945201,-34.82713615620919,-32.993419435239645,-34.86999665952109,-33.859283601969715,-32.19200208455826,-34.43741489338424,-33.385653117416375
Episode feedback,0.8,0.46888888784691357,0.47637795088040175,0.3786764698921388,0.24849699373898096,0.16733466917100734,0.12224448885546645,0.07615230453291352,0.056112224392673125,0.025050100175300502,0.01903807613322838,0.0100200400701202,0.00901803606310818,0.00400801602804808,0.00200400801402404,0.00100200400701202,0.0,0.00200400801402404,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0
total seconds,0.0,33.78671097755432,53.007290840148926,90.89727020263672,151.52170491218567,207.59000539779663,261.509108543396,312.8252983093262,363.6167140007019,412.71661138534546,461.2633066177368,509.2327208518982,557.4224574565887,605.2551364898682,652.2561774253845,700.1144242286682,749.9942097663879,798.9087221622467,847.3838565349579,895.3052606582642,942.7887482643127,990.5037822723389,1038.0888731479645
total minutes,0.0,0.5631118496259053,0.8834548473358155,1.5149545033772787,2.5253617485364277,3.4598334232966104,4.358485142389934,5.213754971822103,6.060278566678365,6.878610189755758,7.68772177696228,8.487212014198303,9.290374290943145,10.087585608164469,10.870936290423076,11.66857373714447,12.499903496106466,13.315145369370779,14.123064275582632,14.921754344304402,15.713145804405212,16.50839637120565,17.301481219132743
cummulative feedback,0.0,211.0,332.0,538.0,786.0,953.0,1075.0,1151.0,1207.0,1232.0,1251.0,1261.0,1270.0,1274.0,1276.0,1277.0,1277.0,1279.0,1280.0,1280.0,1280.0,1281.0,1281.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,450.0,254.0,544.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
