,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,375.0,914.0,1913.0,2912.0,3911.0,4540.0,5024.0,6023.0,7022.0,8021.0,9020.0,10019.0,11018.0,12017.0,13016.0,14015.0,15014.0,16013.0,17012.0,18011.0,19010.0,20009.0
Episode reward,0.0,82.00459555192535,80.85457019038199,-38.96028497079717,-35.65882383908278,-32.474697187587914,78.55902240708888,79.39017368907504,-32.05269983752798,-32.36871451977184,-31.551351032003442,-32.747658032569426,-31.207873889176796,-32.56845920304852,-31.071804617318893,-30.92115833295744,-30.27822516022338,-31.774166300099154,-33.1162897163887,-29.821339370381658,-31.97702329408684,-32.04921677528557,-32.032931456608594
Episode feedback,0.8,0.45844503898540206,0.4498141255579663,0.3136272541947623,0.21843687352862037,0.11422845679937028,0.11146496797537425,0.07039337459545886,0.0551102203856611,0.03106212421737262,0.026052104182312522,0.0100200400701202,0.00901803606310818,0.0030060120210360602,0.00400801602804808,0.00400801602804808,0.0050100200350601,0.00100200400701202,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.0,0.0
total seconds,0.0,30.852664470672607,77.49136400222778,157.06076335906982,227.82394647598267,287.8371593952179,323.54045248031616,350.4690546989441,402.3725028038025,453.0585968494415,503.4527208805084,552.8550419807434,602.2087399959564,651.0524554252625,699.7662770748138,748.6067953109741,797.4013614654541,845.8877246379852,894.6881489753723,943.1159670352936,991.7767803668976,1040.3737123012543,1089.4748992919922
total minutes,0.0,0.5142110745112102,1.291522733370463,2.6176793893178303,3.797065774599711,4.797285989920298,5.392340874671936,5.841150911649068,6.706208380063375,7.550976614157359,8.390878681341807,9.214250699679058,10.03681233326594,10.850874257087707,11.66277128458023,12.476779921849568,13.290022691090902,14.09812874396642,14.91146914958954,15.718599450588226,16.52961300611496,17.33956187168757,18.15791498819987
cummulative feedback,0.0,171.0,413.0,726.0,944.0,1058.0,1128.0,1162.0,1217.0,1248.0,1274.0,1284.0,1293.0,1296.0,1300.0,1304.0,1309.0,1310.0,1312.0,1313.0,1314.0,1314.0,1314.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,373.0,538.0,998.0,998.0,998.0,628.0,483.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
