,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,358.0,995.0,1256.0,1604.0,1980.0,2598.0,3313.0,3469.0,3844.0,4312.0,5311.0,5923.0,6431.0,7289.0,8288.0,9086.0,10085.0,11021.0,11919.0,12841.0,13647.0,14646.0,15426.0,16091.0,17090.0,18089.0,19088.0,20087.0
Episode reward,0.0,84.47684810869487,69.44534259753974,87.11512533274946,83.60533250412524,81.04857624185951,69.13504675334863,66.5579546828912,90.94395801370258,80.35451818270451,80.16521862937235,-36.07532494539577,73.14799881117713,78.09812513684892,74.33576649734049,-31.43269621015634,74.47516328218887,-37.134802630087066,70.96066257268427,64.52577933431459,67.90087591994104,70.0445466952065,-39.244086857617006,70.9150910799565,71.73411446843183,-34.68503251967469,-28.8915723514285,-29.765474200230027,-36.58072367112399
Episode feedback,0.8,0.4410112347162606,0.314465408310589,0.19999999923076925,0.23342939413997293,0.19466666614755557,0.14586709862906466,0.12184873932514183,0.09032258006243497,0.10427807458749178,0.08993575997872429,0.056112224392673125,0.04091653021126591,0.05719921093254594,0.030338389696221248,0.02304609216127646,0.01129234628445126,0.007014028049084141,0.005347593577168349,0.0078037904037861865,0.00542888164448547,0.0037267080699047105,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,23.108311891555786,63.2253520488739,78.89970207214355,99.99125361442566,121.92357230186462,156.4532516002655,195.96123099327087,205.07710146903992,225.8551664352417,250.97346138954163,302.30057859420776,333.08931064605713,359.6585547924042,404.05463790893555,454.0627591609955,493.3719263076782,542.1433806419373,587.2538540363312,630.6916103363037,674.6779229640961,713.1602485179901,760.5049421787262,798.2029750347137,830.0782494544983,877.9175515174866,925.3153829574585,972.8731017112732,1020.5616784095764
total minutes,0.0,0.38513853152592975,1.0537558674812317,1.314995034535726,1.666520893573761,2.0320595383644102,2.607554193337758,3.2660205165545144,3.417951691150665,3.764252773920695,4.182891023159027,5.03834297657013,5.551488510767618,5.99430924654007,6.734243965148925,7.567712652683258,8.222865438461303,9.035723010698954,9.787564233938854,10.511526838938396,11.2446320494016,11.886004141966502,12.675082369645436,13.303382917245228,13.834637490908305,14.63195919195811,15.421923049290974,16.214551695187886,17.009361306826275
cummulative feedback,0.0,157.0,357.0,409.0,490.0,563.0,653.0,740.0,754.0,793.0,835.0,891.0,916.0,945.0,971.0,994.0,1003.0,1010.0,1015.0,1022.0,1027.0,1030.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,356.0,636.0,260.0,347.0,375.0,617.0,714.0,155.0,374.0,467.0,998.0,611.0,507.0,857.0,998.0,797.0,998.0,935.0,897.0,921.0,805.0,998.0,779.0,664.0,998.0,998.0,998.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
