,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,435.0,896.0,1410.0,1846.0,2375.0,2900.0,3513.0,4259.0,4763.0,5762.0,6761.0,7514.0,7846.0,8813.0,9812.0,10811.0,11362.0,12361.0,13096.0,14095.0,14999.0,15998.0,16997.0,17996.0,18906.0,19798.0,20797.0
Episode reward,0.0,80.32486287722226,78.744335293906,79.80459881805379,81.10694520616046,79.41164250064827,78.25915867754716,73.99007657583367,69.6739794931751,80.15799269516302,-36.5946265710194,-40.02172812852174,68.51955643316299,86.4769440482492,60.164392342459344,-39.473833317648534,-38.76041989825149,79.56726091532761,-38.83382542700806,70.09045059363069,-37.53018830248116,64.60446457430919,-38.78719984816939,-39.42025715066079,-37.14344432968279,63.55581594469396,66.14593965133025,-38.60448869419773
Episode feedback,0.8,0.43879907519907835,0.33695652100661627,0.3625730987084345,0.2712643671924957,0.18749999964488637,0.19465648817813647,0.1421568625128156,0.1315436239845052,0.09145129206470916,0.05711422839968514,0.037074148259444745,0.039893616968226575,0.033232628298390854,0.019668737039680396,0.01102204407713222,0.013026052091156261,0.001818181814876033,0.00400801602804808,0.00272479563661472,0.00100200400701202,0.0,0.0,0.0,0.00100200400701202,0.001100110009790858,0.0,0.0
total seconds,0.0,31.09237289428711,62.355297565460205,97.91464686393738,125.47171211242676,156.23606896400452,186.7564661502838,220.41065430641174,261.07408905029297,287.97093510627747,338.3253266811371,387.48022747039795,425.07195520401,442.2724938392639,489.07422518730164,537.3679373264313,585.6516745090485,612.5894591808319,660.8948798179626,696.1676077842712,743.9022450447083,787.0982744693756,834.4483327865601,882.0707693099976,930.240758895874,973.9014434814453,1016.4666316509247,1065.2363901138306
total minutes,0.0,0.5182062149047851,1.0392549594243368,1.631910781065623,2.0911952018737794,2.6039344827334086,3.112607769171397,3.673510905106862,4.351234817504883,4.799515585104625,5.638755444685618,6.458003791173299,7.0845325867335,7.371208230654399,8.151237086455028,8.956132288773855,9.760861241817475,10.209824319680532,11.01491466363271,11.602793463071187,12.398370750745137,13.118304574489594,13.907472213109335,14.701179488499958,15.504012648264567,16.231690724690754,16.941110527515413,17.753939835230508
cummulative feedback,0.0,190.0,345.0,531.0,649.0,748.0,850.0,937.0,1035.0,1081.0,1138.0,1175.0,1205.0,1216.0,1235.0,1246.0,1259.0,1260.0,1264.0,1266.0,1267.0,1267.0,1267.0,1267.0,1268.0,1269.0,1269.0,1269.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,433.0,460.0,513.0,435.0,528.0,524.0,612.0,745.0,503.0,998.0,998.0,752.0,331.0,966.0,998.0,998.0,550.0,998.0,734.0,998.0,903.0,998.0,998.0,998.0,909.0,891.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
