,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Accumulated time steps,0.0,377.0,1057.0,1604.0,2480.0,2842.0,3103.0,3451.0,3796.0,4061.0,4307.0,4660.0,4916.0,5324.0,5696.0,6224.0,6511.0,6875.0,7244.0,7676.0,8032.0,8470.0,8909.0,9085.0,9257.0,9624.0,9973.0,10351.0,10618.0,10881.0,11222.0,11470.0,12094.0,12267.0,12801.0,13228.0,13566.0,13904.0,14434.0,14692.0,15046.0,15420.0,15877.0,16153.0,16417.0,16593.0,17037.0,17379.0,17645.0
Episode reward,0.0,86.11437529137461,77.06128622440477,65.09608225559985,40.03048068453413,81.57193122980694,87.22364084926889,80.13704020107042,88.19665307286523,87.01369803035709,86.63096463793845,85.83902735451736,86.72061768636918,78.72662959409479,77.15356580232624,68.5423081520468,81.89884791022008,78.99269725329917,82.68497337808233,69.62608023897047,79.71827323190942,75.2677265906823,75.06306009813301,90.95673333139601,89.66775178947675,78.44351940928513,80.36811109595298,75.8774443012728,83.46636875595863,83.82624210248741,78.98868416815854,84.93362460108166,60.639372967908734,88.39495813420645,66.64162365915675,73.21894946605606,79.23931083119814,79.11683472132158,66.99101342636837,87.38911958277517,82.71285075916181,80.5124482806828,77.29675624862944,85.0350161099458,86.39904889708907,90.26932567457774,78.76893381072767,79.26315747424141,83.73434238454172
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,16.223236322402954,46.43095874786377,70.59634709358215,109.09419584274292,125.56528425216675,137.51836729049683,153.38213729858398,169.03430438041687,181.33457207679749,192.7931125164032,209.01755905151367,221.36339616775513,239.88715887069702,256.9661293029785,280.69508385658264,293.7601761817932,310.32690477371216,327.4597120285034,347.3945834636688,363.4629604816437,383.39567136764526,403.4616644382477,412.36082887649536,420.78152203559875,437.9201822280884,453.79324221611023,470.52012872695923,483.1385772228241,495.80301117897034,511.69922256469727,523.8638339042664,551.7354445457458,560.143844127655,584.3224086761475,604.294629573822,619.8902003765106,635.2450270652771,659.6397399902344,672.0459878444672,688.6312863826752,706.1188247203827,726.3575873374939,739.3411154747009,751.3009262084961,759.995025396347,780.4928567409515,796.0537662506104,808.8839600086212
total minutes,0.0,0.27038727204004925,0.7738493124643961,1.1766057848930358,1.8182365973790486,2.0927547375361124,2.291972788174947,2.5563689549763997,2.817238406340281,3.0222428679466247,3.213218541940053,3.4836259841918946,3.689389936129252,3.998119314511617,4.282768821716308,4.678251397609711,4.89600293636322,5.172115079561869,5.457661867141724,5.78990972439448,6.057716008027395,6.389927856127421,6.724361073970795,6.872680481274923,7.01302536725998,7.298669703801473,7.5632207036018375,7.84200214544932,8.052309620380402,8.263383519649505,8.528320376078288,8.73106389840444,9.195590742429097,9.335730735460917,9.738706811269124,10.0715771595637,10.33150333960851,10.587417117754619,10.993995666503906,11.200766464074453,11.47718810637792,11.768647078673045,12.105959788958232,12.32235192457835,12.521682103474935,12.666583756605784,13.008214279015858,13.267562770843506,13.48139933347702
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,375.0,679.0,546.0,875.0,361.0,260.0,347.0,344.0,264.0,245.0,352.0,255.0,407.0,371.0,527.0,286.0,363.0,368.0,431.0,355.0,437.0,438.0,175.0,171.0,366.0,348.0,377.0,266.0,262.0,340.0,247.0,623.0,172.0,533.0,426.0,337.0,337.0,529.0,257.0,353.0,373.0,456.0,275.0,263.0,175.0,443.0,341.0,265.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
