,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Accumulated time steps,0.0,271.0,634.0,896.0,1239.0,1599.0,1970.0,2235.0,2988.0,3241.0,3705.0,4059.0,4463.0,5462.0,6461.0,6903.0,7732.0,8139.0,8873.0,9279.0,9805.0,10119.0,11118.0,12018.0,12633.0,13188.0,14122.0,14432.0,15431.0,15962.0,16481.0,17042.0,18041.0,18810.0,19360.0,19752.0,20127.0
Episode reward,0.0,87.8387892302372,83.83485795477914,87.73081077937867,83.62362079471441,84.02604859533085,81.08899587493588,88.13185490009457,69.14333527222539,87.67384579161201,80.49355280936867,86.86778806945574,83.8256212600957,-37.020855166887394,-43.09917138399183,82.00207295302403,64.34765874242674,87.32552874461277,77.05602295662295,84.90011867090762,80.58390073126046,92.33415845418638,-32.521978899366204,72.74251115649604,74.67177750470218,84.820746213849,68.59739415943274,88.89811263307269,-35.38625181085136,82.67320251349835,82.317785294319,84.96267038898635,-31.973721502581398,75.04644003482537,79.17513042489463,86.9836922646313,88.62783833336526
Episode feedback,0.8,0.42379181998590404,0.38121546856017824,0.3601532553250833,0.26900584716664955,0.3147632303209938,0.19729729676406135,0.20454545377066116,0.19281914867976177,0.10317460276518015,0.11447084208537615,0.09631728018040431,0.09181141416423967,0.05711422839968514,0.03807615226645676,0.04761904751106792,0.02898550721137016,0.012315270905627411,0.009549795348499597,0.009876543185490017,0.009523809505668935,0.01277955267482571,0.0060120240420721205,0.008898776408343963,0.006514657969845834,0.0018050541483663283,0.0,0.0032362459442192688,0.0,0.0,0.0,0.0017857142825255102,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,18.81574773788452,45.37376928329468,63.740671157836914,85.8595564365387,109.73909735679626,131.50944805145264,147.67741870880127,190.72721338272095,204.71478009223938,229.77576279640198,248.7579448223114,270.109126329422,319.83190512657166,368.879994392395,391.520623922348,432.53992795944214,452.8353109359741,488.5241858959198,508.60768604278564,534.7063701152802,550.7229678630829,599.5282771587372,643.7046575546265,673.7200627326965,700.9592781066895,745.7845346927643,761.1782665252686,808.842288017273,834.6518042087555,859.753826379776,887.082926273346,934.7765097618103,971.3997521400452,998.325345993042,1017.6366019248962,1036.1734127998352
total minutes,0.0,0.3135957956314087,0.7562294880549113,1.0623445192972818,1.430992607275645,1.8289849559466045,2.191824134190877,2.4612903118133547,3.1787868897120157,3.411913001537323,3.8295960466067,4.145965747038523,4.5018187721570335,5.330531752109527,6.147999906539917,6.525343732039134,7.208998799324036,7.547255182266236,8.142069764931996,8.476794767379761,8.91177283525467,9.178716131051381,9.992137952645619,10.728410959243774,11.228667712211609,11.682654635111492,12.429742244879405,12.68630444208781,13.480704800287883,13.910863403479258,14.329230439662933,14.7847154378891,15.579608496030172,16.189995869000754,16.638755766550698,16.960610032081604,17.269556879997253
cummulative feedback,0.0,114.0,252.0,346.0,438.0,551.0,624.0,678.0,823.0,849.0,902.0,936.0,973.0,1030.0,1068.0,1089.0,1113.0,1118.0,1125.0,1129.0,1134.0,1138.0,1144.0,1152.0,1156.0,1157.0,1157.0,1158.0,1158.0,1158.0,1158.0,1159.0,1160.0,1160.0,1160.0,1160.0,1160.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,269.0,362.0,261.0,342.0,359.0,370.0,264.0,752.0,252.0,463.0,353.0,403.0,998.0,998.0,441.0,828.0,406.0,733.0,405.0,525.0,313.0,998.0,899.0,614.0,554.0,933.0,309.0,998.0,530.0,518.0,560.0,998.0,768.0,549.0,391.0,374.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
