,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,616.0,878.0,1121.0,2120.0,3022.0,3258.0,3496.0,4165.0,5164.0,5347.0,6346.0,7064.0,7655.0,8654.0,9653.0,10652.0,11651.0,12650.0,13448.0,14194.0,14362.0,15361.0,16360.0,17359.0,18358.0,18564.0,19563.0,20562.0
Episode reward,0.0,65.10643117748917,80.5566232174027,79.80847550189448,-59.47578007837717,27.89953237797606,81.87451890411029,85.6951530805439,48.61873143127864,-72.05275022461032,86.2674379766932,-74.18299925312692,43.6548804962474,49.24730037270976,-81.2502947723914,-96.65231932631342,-99.02295418751102,-99.01576526542084,-93.60770511143761,46.91291981140027,36.03025416803453,90.95362869998999,-92.70009334187901,-97.61346453629035,-80.5290662056875,-93.56414620182072,86.34404315748489,-99.15344738656626,-90.14976444210234
Episode feedback,0.8,0.2426710093767573,0.20689655093143083,0.314049585479134,0.20541082143746411,0.11098779121976937,0.08936170174739702,0.1265822779469102,0.07485029928914626,0.05711422839968514,0.09890109835768628,0.0400801602804808,0.032078103163070984,0.022033898267739157,0.0200400801402404,0.00801603205609616,0.00200400801402404,0.00200400801402404,0.0030060120210360602,0.0012547051427168065,0.0,0.0,0.0,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,48.36083388328552,69.69008994102478,91.9130289554596,166.33468174934387,223.80508303642273,238.59414267539978,254.41105031967163,294.44751262664795,351.7650456428528,363.70936489105225,419.1196963787079,458.9722111225128,491.58176946640015,545.2275750637054,598.3501262664795,650.7929604053497,703.134706735611,755.6243100166321,797.8322131633759,837.142058134079,846.7775475978851,898.9352884292603,951.0910158157349,1004.4310305118561,1056.9830226898193,1068.9206278324127,1121.8976492881775,1174.7179477214813
total minutes,0.0,0.8060138980547588,1.1615014990170798,1.5318838159243267,2.772244695822398,3.730084717273712,3.976569044589996,4.240184171994527,4.907458543777466,5.862750760714213,6.061822748184204,6.985328272978465,7.64953685204188,8.19302949110667,9.087126251061758,9.972502104441325,10.846549340089162,11.718911778926849,12.593738500277201,13.29720355272293,13.952367635567983,14.112959126631418,14.982254807154337,15.851516930262248,16.740517175197603,17.61638371149699,17.81534379720688,18.69829415480296,19.57863246202469
cummulative feedback,0.0,149.0,203.0,279.0,484.0,584.0,605.0,635.0,685.0,742.0,760.0,800.0,823.0,836.0,856.0,864.0,866.0,868.0,871.0,872.0,872.0,872.0,872.0,874.0,875.0,875.0,875.0,875.0,875.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,614.0,261.0,242.0,998.0,901.0,235.0,237.0,668.0,998.0,182.0,998.0,717.0,590.0,998.0,998.0,998.0,998.0,998.0,797.0,745.0,167.0,998.0,998.0,998.0,998.0,205.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
