,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,786.0,957.0,1642.0,1890.0,2147.0,2398.0,2737.0,3058.0,4044.0,4474.0,5242.0,6241.0,6803.0,7300.0,7794.0,8201.0,9200.0,10199.0,11198.0,11844.0,12843.0,13842.0,14841.0,15840.0,16472.0,17253.0,18252.0,19064.0,19787.0,20786.0
Episode reward,0.0,57.62018261452767,90.6169560119971,62.8581589430003,87.76254185759441,86.85473781883812,88.41749144245337,83.72220304797068,86.50701302045562,57.144842826512196,80.88107469954198,67.24358302443054,-43.20520967493802,77.32322787351346,79.48309899733388,78.14878310503447,79.95680583258724,-42.6764810772912,-43.63069725631144,-39.179654517133365,74.20135996505049,-37.98726962085704,-39.58380486723259,-41.97141933159309,-39.69287424161666,76.82368584006475,68.37321001213049,-40.76730497978778,66.4898935423952,72.11994480111723,-36.58392218985427
Episode feedback,0.8,0.3609693872946819,0.2999999982352941,0.21491228038755514,0.22672064685538199,0.16406249935913086,0.14799999940800002,0.1479289936451805,0.174999999453125,0.1248730963199258,0.12121212092957548,0.08344198163827643,0.04208416829450484,0.04456327977796207,0.026209677366512748,0.02434077074170229,0.014778325086752893,0.014028056098168281,0.00901803606310818,0.0050100200350601,0.004651162783486569,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.0,0.002564102560815253,0.0,0.0,0.0,0.0
total seconds,0.0,57.39895296096802,70.30125761032104,112.59959959983826,128.24485445022583,143.55040049552917,158.29264545440674,178.21157455444336,197.52414202690125,251.69388699531555,275.69534707069397,318.4722971916199,370.51370906829834,398.6606786251068,423.6234564781189,448.2956295013428,468.535085439682,516.8376741409302,564.4992914199829,612.7306516170502,644.238755941391,691.7174353599548,739.3607621192932,787.0854315757751,834.7304491996765,865.0758829116821,902.4705979824066,950.0022528171539,988.7568700313568,1023.6515803337097,1071.1541283130646
total minutes,0.0,0.9566492160161336,1.171687626838684,1.8766599933306376,2.137414240837097,2.392506674925486,2.6382107575734457,2.9701929092407227,3.2920690337816874,4.194898116588592,4.594922451178233,5.3078716198603315,6.175228484471639,6.64434464375178,7.060390941301981,7.47159382502238,7.808918090661367,8.61396123568217,9.408321523666382,10.212177526950835,10.737312599023182,11.528623922665913,12.322679368654887,13.11809052626292,13.912174153327943,14.417931381861369,15.041176633040111,15.8333708802859,16.47928116718928,17.060859672228496,17.852568805217743
cummulative feedback,0.0,283.0,334.0,481.0,537.0,579.0,616.0,666.0,722.0,845.0,897.0,961.0,1003.0,1028.0,1041.0,1053.0,1059.0,1073.0,1082.0,1087.0,1090.0,1092.0,1094.0,1095.0,1096.0,1096.0,1098.0,1098.0,1098.0,1098.0,1098.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,784.0,170.0,684.0,247.0,256.0,250.0,338.0,320.0,985.0,429.0,767.0,998.0,561.0,496.0,493.0,406.0,998.0,998.0,998.0,645.0,998.0,998.0,998.0,998.0,631.0,780.0,998.0,811.0,722.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
