,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,437.0,858.0,1375.0,1838.0,2371.0,2912.0,3267.0,3973.0,4341.0,5340.0,5930.0,6929.0,7834.0,8242.0,9241.0,9821.0,10695.0,11694.0,12693.0,13692.0,14691.0,15690.0,16689.0,17688.0,18687.0,19320.0,20042.0
Episode reward,0.0,79.82506640189465,84.3197156548684,78.00604063043302,80.25113432335348,75.92819593829874,75.64322888900814,85.45698239688373,70.7619472670417,83.94122886539132,-39.30698541448214,77.62420335683767,-38.61015813130357,66.94468935708647,81.89566987563984,-34.98867595258986,77.57341826332046,64.24836661300617,-41.066337661298746,-42.318425030373106,-38.19867845191765,-37.27236757705811,-41.24666948854238,-38.90628376209424,-37.576944301413924,-39.764211404105126,76.22946129311111,71.32631649296711
Episode feedback,0.8,0.5080459758435725,0.3976190466723356,0.2558139529926086,0.27056276997713685,0.22932330783961785,0.1648148145096022,0.1694915249449392,0.13475177285850812,0.12806539474641582,0.06613226446279333,0.07300509325466029,0.0400801602804808,0.0221238937808364,0.017199017156759172,0.012024048084144241,0.010362694282620563,0.009163802967739058,0.00400801602804808,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.0,0.001582278478509053,0.0
total seconds,0.0,34.23766255378723,68.64702248573303,103.91207456588745,135.087468624115,168.82546520233154,201.1560959815979,222.95636558532715,263.12201476097107,284.3430714607239,336.36303329467773,367.463502407074,418.1661717891693,463.34969782829285,484.2001440525055,533.2061829566956,562.088205575943,605.2746345996857,654.7334356307983,703.765508890152,752.6249072551727,801.4200508594513,850.5814628601074,900.0083622932434,949.0412940979004,999.8827843666077,1031.2680056095123,1066.247848033905
total minutes,0.0,0.5706277092297872,1.144117041428884,1.7318679094314575,2.2514578104019165,2.8137577533721925,3.3526015996932985,3.715939426422119,4.385366912682851,4.739051191012065,5.606050554911295,6.124391706784566,6.969436196486155,7.7224949638048805,8.070002400875092,8.886769715944926,9.36813675959905,10.087910576661427,10.912223927179973,11.7294251481692,12.54374845425288,13.357000847657522,14.176357714335124,15.000139371554058,15.817354901631672,16.664713072776795,17.187800093491873,17.770797467231752
cummulative feedback,0.0,221.0,388.0,520.0,645.0,767.0,856.0,916.0,1011.0,1058.0,1124.0,1167.0,1207.0,1227.0,1234.0,1246.0,1252.0,1260.0,1264.0,1266.0,1268.0,1269.0,1269.0,1269.0,1269.0,1269.0,1270.0,1270.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,435.0,420.0,516.0,462.0,532.0,540.0,354.0,705.0,367.0,998.0,589.0,998.0,904.0,407.0,998.0,579.0,873.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,632.0,721.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
