,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3254.0,3778.0,4033.0,4473.0,4903.0,5902.0,6460.0,6783.0,7706.0,8705.0,9704.0,10703.0,11702.0,12596.0,13595.0,14594.0,15593.0,16592.0,17591.0,18262.0,19261.0,20260.0
Episode reward,0.0,-70.61540872401541,-58.059456305459975,-56.6778677351783,85.19135186197003,72.43797643258291,87.0633485858445,76.78391540024559,74.86038264125263,-49.73826389102793,71.4231152313236,82.78116781174717,52.01171885059959,-44.28639431716941,-51.41523317591483,-54.94004061203388,-48.56644399488304,55.50948197619953,-46.64402306494826,-49.745531984062126,-48.39559570012584,-51.92569410167046,-49.472555639695194,64.8062059049718,-50.59757166313025,-47.70741118076918
Episode feedback,0.8,0.01903807613322838,0.2655310618581853,0.15731462910088714,0.12156862697424067,0.11472275312672514,0.11811023575547151,0.0820045556218575,0.06759906744149402,0.054108216378649085,0.04488330333055062,0.043478260734539566,0.028199566129935395,0.01803607212621636,0.007014028049084141,0.0050100200350601,0.00400801602804808,0.0033594624822402435,0.00200400801402404,0.00400801602804808,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,46.13743042945862,115.96218681335449,177.43297290802002,192.505140542984,228.6332266330719,245.04029035568237,276.0404074192047,302.380051612854,362.570769071579,400.9186849594116,419.1830909252167,472.28904700279236,526.0503885746002,582.7185189723969,648.3781242370605,719.4374167919159,783.7067468166351,854.3023936748505,922.2851126194,973.1818346977234,1022.9043562412262,1078.3282961845398,1115.1720457077026,1163.4742546081543,1211.7950854301453
total minutes,0.0,0.7689571738243103,1.9327031135559083,2.957216215133667,3.2084190090497335,3.810553777217865,4.084004839261373,4.600673456986745,5.0396675268809,6.042846151192983,6.68197808265686,6.9863848487536115,7.871484116713206,8.767506476243337,9.711975316206614,10.806302070617676,11.990623613198599,13.061779113610585,14.238373227914174,15.371418543656667,16.219697244962056,17.04840593735377,17.97213826974233,18.586200761795045,19.39123757680257,20.196584757169088
cummulative feedback,0.0,19.0,284.0,441.0,472.0,532.0,562.0,598.0,627.0,681.0,706.0,720.0,746.0,764.0,771.0,776.0,780.0,783.0,785.0,789.0,790.0,790.0,791.0,791.0,791.0,791.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,255.0,523.0,254.0,439.0,429.0,998.0,557.0,322.0,922.0,998.0,998.0,998.0,998.0,893.0,998.0,998.0,998.0,998.0,998.0,670.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
