,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4665.0,5143.0,5982.0,6918.0,7204.0,8203.0,8750.0,9749.0,10213.0,10670.0,11216.0,11597.0,11990.0,12355.0,12757.0,13442.0,13707.0,14078.0,14376.0,14745.0,15196.0,15452.0,16177.0,16713.0,17243.0,17678.0,18473.0,18738.0,19189.0,19452.0
Episode reward,0.0,-62.01748522109644,-60.44977521386079,-66.78784625277261,-70.74590739287689,62.96987695542851,69.77259843337855,54.25286095353055,48.36407533412593,84.33468732819344,-57.924870852353436,69.3724693845823,-56.45879096371171,73.22047608438916,72.73795687200649,69.32680170708937,82.42487286922099,75.89489830822458,80.20085669153366,77.76357499408346,55.69345240507772,88.28574087329578,77.370857360596,80.0053350783836,77.56170859840122,83.38225105426011,84.81885427681904,57.453976206766235,68.90904089871097,68.587657806912,74.64230722492508,53.789491806498,83.78315053971994,73.73642941751689,83.99775449271112
Episode feedback,0.8,0.012024048084144241,0.15430861707985108,0.01903807613322838,0.11923847683443038,0.07196401788311242,0.031446540814577484,0.038186157472331554,0.010695187154336698,0.017543859587565405,0.0030060120210360602,0.003663003656294865,0.0030060120210360602,0.006479481627474122,0.0,0.001834862381954381,0.002631578940443213,0.00255102040165556,0.0027472527397053494,0.002493765579816046,0.002923976603912315,0.003787878773530762,0.0,0.0,0.002717391296963611,0.0022222222172839506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,46.201483488082886,110.74586820602417,158.84845328330994,219.52362823486328,257.0318810939789,281.35618114471436,326.00788927078247,372.68862986564636,387.79680275917053,438.1137306690216,466.10270833969116,516.1484017372131,539.8066084384918,563.3035063743591,591.0485510826111,610.6827902793884,631.1615636348724,650.1540598869324,670.8983623981476,704.8403835296631,718.4584028720856,737.4236214160919,752.3879659175873,770.940464258194,793.8110589981079,807.3716287612915,843.1537394523621,869.9823088645935,895.467000246048,917.2768261432648,955.7862033843994,969.293155670166,991.1252200603485,1004.3080258369446
total minutes,0.0,0.7700247248013814,1.8457644701004028,2.647474221388499,3.6587271372477215,4.2838646848996484,4.68926968574524,5.433464821179708,6.211477164427439,6.463280045986176,7.30189551115036,7.768378472328186,8.602473362286885,8.996776807308198,9.388391772905985,9.850809184710185,10.178046504656473,10.51935939391454,10.83590099811554,11.18163937330246,11.747339725494385,11.974306714534759,12.290393690268198,12.539799431959787,12.849007737636565,13.230184316635132,13.456193812688191,14.052562324206034,14.499705147743224,14.9244500041008,15.287947102387745,15.929770056406657,16.1548859278361,16.518753667672474,16.73846709728241
cummulative feedback,0.0,12.0,166.0,185.0,304.0,352.0,367.0,399.0,409.0,414.0,417.0,419.0,422.0,425.0,425.0,426.0,427.0,428.0,429.0,430.0,432.0,433.0,433.0,433.0,434.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,667.0,477.0,838.0,935.0,285.0,998.0,546.0,998.0,463.0,456.0,545.0,380.0,392.0,364.0,401.0,684.0,264.0,370.0,297.0,368.0,450.0,255.0,724.0,535.0,529.0,434.0,794.0,264.0,450.0,262.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
