,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3919.0,4549.0,5148.0,5514.0,6404.0,7139.0,7622.0,8248.0,8621.0,9438.0,10063.0,10354.0,10644.0,11179.0,11630.0,11998.0,12274.0,12674.0,13217.0,13794.0,14159.0,14798.0,15218.0,15642.0,16238.0,16840.0,17331.0,17721.0,18326.0
Episode reward,0.0,-67.22474596314218,-43.61015389174676,-61.336407143372696,40.71375327321812,59.7043613985233,75.70234343417836,80.15909342766497,43.22498526332418,68.45531278797134,62.54145097094444,52.80795847952324,83.44265098468131,53.067272187465484,64.42145098759818,86.20963736917172,86.82780722616329,61.953710827401174,68.21711664222707,73.27550456678043,83.99729040038906,75.8466259786105,70.0162273429913,67.22566317411741,79.8730059104527,64.67189920174434,81.52551975166804,78.26051736707201,77.94225387930396,77.49627562920342,80.98555059786706,83.80697904094998,75.34846109543895
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.86991834640503,87.8982002735138,131.97844076156616,172.8754060268402,201.22516465187073,228.20102524757385,244.88023948669434,284.4975368976593,316.08585381507874,337.5570275783539,365.2710907459259,381.9822220802307,417.806743144989,447.8659062385559,461.3092083930969,474.7808017730713,499.8942594528198,521.4665951728821,538.8820757865906,552.3584227561951,570.9692161083221,595.1950633525848,620.7367396354675,637.8929860591888,665.7588572502136,684.9487702846527,704.9725978374481,730.1253547668457,755.6886537075043,776.5153863430023,793.4226014614105,818.759715795517
total minutes,0.0,0.7311653057734172,1.4649700045585632,2.199640679359436,2.8812567671140035,3.3537527441978456,3.8033504207928974,4.0813373247782385,4.741625614960989,5.268097563584646,5.625950459639231,6.087851512432098,6.366370368003845,6.9634457190831505,7.464431770642599,7.688486806551615,7.913013362884522,8.33157099088033,8.691109919548035,8.981367929776509,9.205973712603251,9.51615360180537,9.919917722543081,10.345612327257792,10.631549767653148,11.095980954170226,11.415812838077546,11.749543297290803,12.168755912780762,12.594810895125072,12.941923105716706,13.223710024356842,13.645995263258616
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,920.0,629.0,598.0,365.0,889.0,734.0,482.0,625.0,372.0,816.0,624.0,290.0,289.0,534.0,450.0,367.0,275.0,399.0,542.0,576.0,364.0,638.0,419.0,423.0,595.0,601.0,490.0,389.0,604.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
