,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Accumulated time steps,0.0,533.0,1503.0,1774.0,2584.0,3583.0,4582.0,5031.0,5839.0,6556.0,7073.0,7439.0,7616.0,8093.0,8582.0,8930.0,9198.0,9653.0,10027.0,10372.0,10899.0,11253.0,11420.0,11688.0,12069.0,12375.0,12642.0,12913.0,13293.0,13463.0,13831.0,14197.0,14767.0,15043.0,15427.0,15910.0,16263.0,16516.0,16783.0,17039.0,17319.0,17578.0,18036.0,18557.0,18814.0,19066.0,19318.0,19574.0,19829.0
Episode reward,0.0,76.0630997114841,44.46215094645802,86.12560696261303,56.89525889593265,-62.24601583439967,-54.39913626377142,76.09798433491889,57.446727226093536,60.22070144472067,72.23820785983114,80.72596896279413,90.64095118796408,73.80123395755703,68.11509898741025,81.81523571187454,84.911232831853,74.91238099497716,78.5713971916842,78.81322376344337,68.73364589629803,79.35781077214664,90.93430938711091,86.67295665596768,79.596030711764,81.1307490761952,86.70345460061323,85.73656195062262,80.00709017183488,90.82599275039559,81.5876021800719,82.28363496638562,65.8587026958886,86.25589477507474,79.47637946020119,74.83041928025328,78.25061793792283,84.37249359110773,83.42486121791876,84.53196111430914,81.35557992333918,84.23886851154263,70.91140918515259,67.23623255906068,84.43458604386916,84.5231165395507,84.55376748186929,84.5334166851531,84.62574489022296
Episode feedback,0.8,0.49152542280315364,0.0712074302670718,0.15925925866941015,0.06922126073025803,0.014028056098168281,0.03607214425243272,0.0491071427475287,0.030978934286271458,0.026536312812100123,0.007751937969472988,0.008219178059673485,0.0,0.01680672265376739,0.004098360647339425,0.0057636887441968624,0.011235955014097547,0.0,0.008042895420796527,0.0029069767357355327,0.005703422042388931,0.002832861181776597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003514938482399054,0.0,0.0,0.002074688792376164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,35.870654821395874,85.59032082557678,100.87697529792786,141.48168563842773,188.2787115573883,236.10871362686157,258.34821581840515,296.98707151412964,330.849524974823,356.54500579833984,375.1942467689514,384.5307581424713,408.74998927116394,433.42734718322754,451.0801124572754,464.99925112724304,488.20900321006775,507.4133081436157,525.0104966163635,551.6431403160095,570.0224125385284,579.1482677459717,593.3395788669586,612.9514796733856,628.9651918411255,643.0692167282104,656.9170725345612,676.4096214771271,685.469494342804,703.9374687671661,722.3770778179169,750.1372210979462,764.4081571102142,784.1987030506134,808.7937254905701,827.2406356334686,840.4100739955902,854.3802201747894,867.6486365795135,881.9554989337921,895.5492467880249,918.9271576404572,945.5194337368011,958.936199426651,971.6594617366791,984.7478225231171,997.9832806587219,1011.5447978973389
total minutes,0.0,0.5978442470232646,1.4265053470929463,1.681282921632131,2.3580280939737954,3.1379785259564716,3.9351452271143597,4.305803596973419,4.949784525235494,5.514158749580384,5.942416763305664,6.25323744614919,6.408845969041189,6.812499821186066,7.223789119720459,7.518001874287923,7.749987518787384,8.136816720167795,8.456888469060262,8.750174943606059,9.194052338600159,9.500373542308807,9.652471129099528,9.888992981115978,10.215857994556426,10.48275319735209,10.717820278803508,10.94861787557602,11.27349369128545,11.424491572380067,11.732291146119435,12.039617963631947,12.502287018299103,12.740135951836903,13.06997838417689,13.479895424842834,13.787343927224477,14.00683456659317,14.23967033624649,14.460810609658559,14.699258315563203,14.925820779800414,15.315452627340953,15.758657228946685,15.982269990444184,16.194324362277985,16.41246370871862,16.633054677645365,16.859079964955647
cummulative feedback,0.0,261.0,330.0,373.0,429.0,443.0,479.0,501.0,526.0,545.0,549.0,552.0,552.0,560.0,562.0,564.0,567.0,567.0,570.0,571.0,574.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,577.0,577.0,577.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,531.0,969.0,270.0,809.0,998.0,998.0,448.0,807.0,716.0,516.0,365.0,176.0,476.0,488.0,347.0,267.0,454.0,373.0,344.0,526.0,353.0,166.0,267.0,380.0,305.0,266.0,270.0,379.0,169.0,367.0,365.0,569.0,275.0,383.0,482.0,352.0,252.0,266.0,255.0,279.0,258.0,457.0,520.0,256.0,251.0,251.0,255.0,254.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
