,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Accumulated time steps,0.0,1000.0,1999.0,2352.0,2855.0,3293.0,4099.0,4509.0,4744.0,5076.0,5332.0,5670.0,5999.0,6431.0,6675.0,7010.0,7264.0,7555.0,7719.0,7973.0,8228.0,8582.0,9048.0,9207.0,9394.0,9862.0,10322.0,10582.0,10948.0,11119.0,11374.0,11533.0,11801.0,12156.0,12596.0,13035.0,13213.0,13468.0,13627.0,13882.0,14059.0,14313.0,14660.0,15007.0,15262.0,15701.0,15955.0,16327.0,16679.0,17031.0,17220.0,17474.0,17730.0
Episode reward,0.0,-72.73192193394563,-78.5869277855344,83.49550937343375,70.3010436861649,84.18682753416888,38.042916415654545,83.7252594141455,85.82815436454494,79.21267062718647,88.23294780633316,79.58165060546176,80.52777178473428,75.95524511665458,86.39822340763696,81.09819177689306,85.52936264824089,84.65386011786423,90.15615314329872,85.35388730562156,85.30538735818669,79.12353734519817,73.06262841335167,91.02594387525212,90.7722374278232,72.32303835092216,73.04850391453152,85.16715903672274,78.60263375623813,89.759254840173,85.86970618306337,90.92872090487876,84.21022260814838,79.81032603822001,75.25201527463582,75.40809096104115,89.05234653073013,85.80866113434361,90.9189100481606,85.87060220464126,89.15299971533692,85.9720167560874,80.74761583275914,80.74209892934297,85.86809715146309,75.38256153125403,85.95282945315743,77.97753106793448,80.16034428391204,80.14845665703177,87.95214389492713,85.966492640992,85.6896747703505
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.099191665649414,83.93040680885315,99.62523484230042,122.13859510421753,141.6771216392517,175.6517996788025,193.6098690032959,204.2523808479309,219.1608440876007,230.5434114933014,245.73418641090393,260.30176758766174,278.9309859275818,289.8402910232544,304.6767544746399,316.0573227405548,329.00569128990173,336.84550285339355,348.3735496997833,359.7345290184021,375.49200463294983,396.4536180496216,404.12623929977417,412.92745447158813,433.53171396255493,453.48264360427856,465.3366425037384,481.7861957550049,490.04463505744934,501.5014715194702,509.17568278312683,521.3457932472229,537.2122690677643,556.2521800994873,575.4758818149567,583.8655772209167,595.548791885376,603.1988635063171,614.7659125328064,623.198267698288,634.7170653343201,650.0104053020477,665.2211713790894,676.7235155105591,695.6627011299133,707.4471492767334,724.1615376472473,740.0278100967407,755.614417552948,764.4899127483368,775.9249713420868,787.410952091217
total minutes,0.0,0.6849865277608236,1.3988401134808859,1.660420580705007,2.0356432517369587,2.361285360654195,2.9275299946467084,3.226831150054932,3.4042063474655153,3.652680734793345,3.8423901915550234,4.095569773515066,4.338362793127696,4.648849765459697,4.83067151705424,5.077945907910665,5.267622045675913,5.483428188165029,5.614091714223226,5.806225828329722,5.995575483640035,6.258200077215831,6.607560300827027,6.735437321662903,6.882124241193136,7.225528566042582,7.5580440600713095,7.75561070839564,8.029769929250081,8.167410584290822,8.358357858657836,8.48626137971878,8.68909655412038,8.953537817796072,9.270869668324789,9.591264696915944,9.731092953681946,9.9258131980896,10.053314391771952,10.24609854221344,10.386637794971467,10.578617755572001,10.83350675503413,11.087019522984823,11.278725258509319,11.594378352165222,11.79078582127889,12.069358960787456,12.333796834945678,12.593573625882467,12.741498545805614,12.932082855701447,13.123515868186951
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,352.0,502.0,437.0,805.0,409.0,234.0,331.0,255.0,337.0,328.0,431.0,243.0,334.0,253.0,290.0,163.0,253.0,254.0,353.0,465.0,158.0,186.0,467.0,459.0,259.0,365.0,170.0,254.0,158.0,267.0,354.0,439.0,438.0,177.0,254.0,158.0,254.0,176.0,253.0,346.0,346.0,254.0,438.0,253.0,371.0,351.0,351.0,188.0,253.0,255.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
